 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                ni78          ni79          ni80          ni81          ni82          ni83          cu52          cu53 
    180  5.987296131417E-02  4.253012E-17  1.197320E-21  8.680848E-25  1.276776E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    181  6.018239261751E-02  4.585397E-17  1.281385E-21  9.508869E-25  1.389699E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    182  6.051941164510E-02  4.963754E-17  1.376033E-21  1.047417E-24  1.520216E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    183  6.081686890997E-02  5.312612E-17  1.462394E-21  1.138498E-24  1.642353E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    184  6.107970107709E-02  5.633839E-17  1.541218E-21  1.224054E-24  1.756275E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    185  6.149099227918E-02  6.162158E-17  1.669519E-21  1.368176E-24  1.946574E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    186  6.184187848266E-02  6.640419E-17  1.784377E-21  1.502117E-24  2.121823E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    187  6.212841772032E-02  7.054103E-17  1.882919E-21  1.620358E-24  2.275446E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    188  6.241083345826E-02  7.485895E-17  1.985113E-21  1.745890E-24  2.437594E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    189  6.286334795077E-02  8.240399E-17  2.162463E-21  1.969635E-24  2.724646E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    190  6.324448148531E-02  8.955598E-17  2.329655E-21  2.185719E-24  3.000100E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    191  6.354755735680E-02  9.592771E-17  2.478162E-21  2.380705E-24  3.247567E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    192  6.382753282149E-02  1.025345E-16  2.632001E-21  2.584510E-24  3.505499E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    193  6.429792763326E-02  1.158718E-16  2.942822E-21  2.998570E-24  4.028288E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    194  6.470641913937E-02  1.307769E-16  3.290959E-21  3.463226E-24  4.613975E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    195  6.514351188605E-02  1.520143E-16  3.788146E-21  4.127084E-24  5.449762E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    196  6.551961572666E-02  1.768288E-16  4.369794E-21  4.905588E-24  6.428482E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    197  6.614173306661E-02  2.396084E-16  5.840386E-21  6.891536E-24  8.917749E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    198  6.666431851744E-02  3.272100E-16  7.884889E-21  9.704247E-24  1.242536E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    199  6.714973898932E-02  4.569480E-16  1.089569E-20  1.394763E-23  1.768441E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    200  6.763365269933E-02  6.616505E-16  1.561289E-20  2.078959E-23  2.610358E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    201  6.810748363549E-02  9.777197E-16  2.283827E-20  3.161335E-23  3.931744E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    202  6.886988901479E-02  1.904091E-15  4.376494E-20  6.450145E-23  7.900452E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    203  6.932442343830E-02  2.873062E-15  6.540811E-20  1.001097E-22  1.215068E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    204  6.977291475786E-02  4.332296E-15  9.771121E-20  1.552464E-22  1.867480E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    205  7.051837306122E-02  8.597377E-15  1.909490E-19  3.229252E-22  3.827352E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    206  7.120724846930E-02  1.616394E-14  3.539945E-19  6.345310E-22  7.418434E-27  2.001512E-30  1.000000E-30  1.000000E-30  1.000000E-30
    207  7.185571854523E-02  2.914913E-14  6.300806E-19  1.193447E-21  1.377508E-26  3.872237E-30  1.000000E-30  1.000000E-30  1.000000E-30
    208  7.250556240022E-02  5.226388E-14  1.115176E-18  2.233136E-21  2.544739E-26  7.457388E-30  1.000000E-30  1.000000E-30  1.000000E-30
    209  7.308358088908E-02  8.729650E-14  1.841562E-18  3.875964E-21  4.366941E-26  1.328329E-29  1.000000E-30  1.000000E-30  1.000000E-30
    210  7.365083251161E-02  1.436389E-13  2.996750E-18  6.624986E-21  7.381759E-26  2.329530E-29  1.000000E-30  1.000000E-30  1.000000E-30
    211  7.420607479025E-02  2.324399E-13  4.797625E-18  1.113178E-20  1.226969E-25  4.014936E-29  1.000000E-30  1.000000E-30  1.000000E-30
    212  7.477269193766E-02  3.775019E-13  7.707678E-18  1.879375E-20  2.048777E-25  6.958175E-29  1.000000E-30  1.000000E-30  1.000000E-30
    213  7.532671922740E-02  6.034828E-13  1.219293E-17  3.121713E-20  3.366720E-25  1.186044E-28  1.000000E-30  1.000000E-30  1.000000E-30
    214  7.590819975934E-02  9.814791E-13  1.961484E-17  5.287332E-20  5.638542E-25  2.064620E-28  1.000000E-30  1.000000E-30  1.000000E-30
    215  7.648106882397E-02  1.575100E-12  3.114506E-17  8.834808E-20  9.318152E-25  3.545140E-28  1.000000E-30  1.000000E-30  1.000000E-30
    216  7.706864365518E-02  2.544607E-12  4.977462E-17  1.488220E-19  1.552004E-24  6.142630E-28  1.000000E-30  1.000000E-30  1.000000E-30
    217  7.765097184480E-02  4.071749E-12  7.880627E-17  2.483113E-19  2.560766E-24  1.054237E-27  1.000000E-30  1.000000E-30  1.000000E-30
    218  7.824188421090E-02  6.522573E-12  1.249014E-16  4.151807E-19  4.233471E-24  1.814362E-27  1.000000E-30  1.000000E-30  1.000000E-30
    219  7.883216312169E-02  1.038741E-11  1.968212E-16  6.903479E-19  6.960309E-24  3.105911E-27  1.000000E-30  1.000000E-30  1.000000E-30
    220  7.934760137230E-02  1.553945E-11  2.917626E-16  1.072763E-18  1.071002E-23  4.951591E-27  1.000000E-30  1.000000E-30  1.000000E-30
    221  7.991019390762E-02  2.401204E-11  4.463985E-16  1.728419E-18  1.707166E-23  8.205663E-27  1.000000E-30  1.000000E-30  1.000000E-30
    222  8.044081450283E-02  3.605099E-11  6.640275E-16  2.700120E-18  2.640087E-23  1.316608E-26  1.000000E-30  1.000000E-30  1.000000E-30
    223  8.103419684334E-02  5.659917E-11  1.031842E-15  4.433202E-18  4.285932E-23  2.227756E-26  1.000000E-30  1.000000E-30  1.000000E-30
    224  8.158988408622E-02  8.605132E-11  1.553862E-15  7.030997E-18  6.725936E-23  3.635003E-26  1.000000E-30  1.000000E-30  1.000000E-30
    225  8.219791245697E-02  1.355701E-10  2.422809E-15  1.160546E-17  1.097438E-22  6.190889E-26  1.000000E-30  1.000000E-30  1.000000E-30
    226  8.273529679330E-02  2.020800E-10  3.578810E-15  1.803244E-17  1.687896E-22  9.891473E-26  1.000000E-30  1.000000E-30  1.000000E-30
    227  8.327310875316E-02  3.007646E-10  5.278796E-15  2.798703E-17  2.593146E-22  1.579021E-25  1.000000E-30  1.000000E-30  1.000000E-30
    228  8.381967664174E-02  4.494362E-10  7.817100E-15  4.365563E-17  4.003415E-22  2.535108E-25  1.000000E-30  1.000000E-30  1.000000E-30
    229  8.442137901789E-02  6.973928E-10  1.201096E-14  7.104795E-17  6.442110E-22  4.260117E-25  1.000000E-30  1.000000E-30  1.000000E-30
    230  8.496109010092E-02  1.032817E-09  1.763328E-14  1.098610E-16  9.861235E-22  6.781298E-25  1.000000E-30  1.000000E-30  1.000000E-30
    231  8.556251684447E-02  1.594868E-09  2.696891E-14  1.780833E-16  1.580671E-21  1.135707E-24  1.303921E-30  1.000000E-30  1.000000E-30
    232  8.609514523980E-02  2.335646E-09  3.916509E-14  2.723546E-16  2.393653E-21  1.788328E-24  1.995298E-30  1.000000E-30  1.000000E-30
    233  8.668730402486E-02  3.557003E-09  5.909814E-14  4.354508E-16  3.785437E-21  2.954411E-24  3.203198E-30  1.000000E-30  1.000000E-30
    234  8.725638446658E-02  5.305348E-09  8.737920E-14  6.808677E-16  5.857288E-21  4.768636E-24  5.029549E-30  1.000000E-30  1.000000E-30
    235  8.784892152766E-02  7.993489E-09  1.304761E-13  1.077974E-15  9.173473E-21  7.806207E-24  8.000191E-30  1.000000E-30  1.000000E-30
    236  8.837914431516E-02  1.146370E-08  1.856413E-13  1.616650E-15  1.362533E-20  1.206525E-23  1.205123E-29  1.000000E-30  1.000000E-30
    237  8.927467123273E-02  2.077167E-08  3.319672E-13  3.161713E-15  2.621838E-20  2.484233E-23  2.375869E-29  1.000000E-30  1.000000E-30
    238  9.009385267910E-02  3.502802E-08  5.532229E-13  5.722356E-15  4.675715E-20  4.715853E-23  4.334230E-29  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  5.667952E-08  8.852501E-13  9.917705E-15  7.990346E-20  8.560860E-23  7.573114E-29  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  8.674824E-08  1.341167E-12  1.618868E-14  1.287411E-19  1.459476E-22  1.246068E-28  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  1.285886E-07  1.968791E-12  2.556354E-14  2.007529E-19  2.405237E-22  1.983836E-28  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  2.203737E-07  3.327486E-12  4.810413E-14  3.709342E-19  4.821091E-22  3.780859E-28  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  3.454763E-07  5.152751E-12  8.217143E-14  6.233219E-19  8.727539E-22  6.538588E-28  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  5.056470E-07  7.459517E-12  1.302086E-13  9.731424E-19  1.459304E-21  1.048581E-27  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  6.986045E-07  1.020586E-11  1.935774E-13  1.427395E-18  2.279924E-21  1.576955E-27  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  8.350681E-07  1.213158E-11  2.415586E-13  1.767398E-18  2.929149E-21  1.981612E-27  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  1.001708E-06  1.446768E-11  3.033958E-13  2.201667E-18  3.795453E-21  2.507973E-27  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  1.236765E-06  1.773841E-11  3.962700E-13  2.847229E-18  5.150188E-21  3.307288E-27  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  1.488093E-06  2.120880E-11  5.023809E-13  3.576994E-18  6.765143E-21  4.231503E-27  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  2.014456E-06  2.840536E-11  7.454898E-13  5.225571E-18  1.068520E-20  6.384910E-27  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  2.600614E-06  3.632686E-11  1.047287E-12  7.238524E-18  1.589962E-20  9.114393E-27  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  3.244307E-06  4.493794E-11  1.413734E-12  9.646712E-18  2.264735E-20  1.249539E-26  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  3.954571E-06  5.435129E-11  1.858703E-12  1.253080E-17  3.135232E-20  1.668157E-26  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  4.685175E-06  6.395341E-11  2.359397E-12  1.573538E-17  4.171668E-20  2.148081E-26  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  5.441020E-06  7.381521E-11  2.921603E-12  1.929337E-17  5.397074E-20  2.696476E-26  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  6.346891E-06  8.555015E-11  3.653791E-12  2.387531E-17  7.078698E-20  3.423669E-26  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  7.325816E-06  9.814232E-11  4.515673E-12  2.920834E-17  9.167226E-20  4.296009E-26  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  8.339423E-06  1.110976E-10  5.483788E-12  3.513588E-17  1.163626E-19  5.294050E-26  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  9.433705E-06  1.250000E-10  6.615072E-12  4.199275E-17  1.466850E-19  6.481592E-26  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  1.055517E-05  1.391672E-10  7.867348E-12  4.950997E-17  1.819086E-19  7.819788E-26  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  1.176181E-05  1.543308E-10  9.319284E-12  5.814594E-17  2.247021E-19  9.398834E-26  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  1.309074E-05  1.709446E-10  1.104403E-11  6.830999E-17  2.780049E-19  1.130848E-25  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  1.446740E-05  1.880673E-10  1.297184E-11  7.956680E-17  3.404755E-19  1.348189E-25  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  1.593326E-05  2.062100E-10  1.518619E-11  9.238190E-17  4.156714E-19  1.602415E-25  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  1.737241E-05  2.239396E-10  1.752517E-11  1.058029E-16  4.987690E-19  1.875723E-25  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  1.910597E-05  2.451944E-10  2.056736E-11  1.231050E-16  6.120730E-19  2.237867E-25  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  2.075187E-05  2.652783E-10  2.369392E-11  1.407295E-16  7.342515E-19  2.617281E-25  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  2.237893E-05  2.850473E-10  2.702499E-11  1.593548E-16  8.703920E-19  3.028982E-25  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  2.430019E-05  3.082896E-10  3.128126E-11  1.829535E-16  1.052763E-18  3.565379E-25  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  2.652211E-05  3.350430E-10  3.667074E-11  2.125564E-16  1.296435E-18  4.260077E-25  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  2.859214E-05  3.598551E-10  4.218331E-11  2.425588E-16  1.559542E-18  4.987417E-25  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  3.061663E-05  3.840236E-10  4.807059E-11  2.743312E-16  1.855165E-18  5.781579E-25  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  3.283551E-05  4.104073E-10  5.513654E-11  3.121407E-16  2.228911E-18  6.756808E-25  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  3.522588E-05  4.387103E-10  6.354342E-11  3.567211E-16  2.699179E-18  7.946448E-25  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  3.744937E-05  4.649290E-10  7.219120E-11  4.021753E-16  3.210569E-18  9.201338E-25  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  3.992109E-05  4.939549E-10  8.285102E-11  4.577055E-16  3.877805E-18  1.078865E-24  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  4.213377E-05  5.198345E-10  9.345039E-11  5.124354E-16  4.579999E-18  1.240861E-24  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  4.598101E-05  5.646027E-10  1.147179E-10  6.210012E-16  6.100066E-18  1.577652E-24  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  4.817931E-05  5.900552E-10  1.287817E-10  6.919904E-16  7.183545E-18  1.808396E-24  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  5.031513E-05  6.146968E-10  1.440507E-10  7.684334E-16  8.427824E-18  2.065728E-24  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  5.350512E-05  6.513412E-10  1.704539E-10  8.992670E-16  1.074091E-17  2.526608E-24  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  5.521515E-05  6.709064E-10  1.867437E-10  9.792208E-16  1.226730E-17  2.820449E-24  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  5.685178E-05  6.895807E-10  2.040251E-10  1.063471E-15  1.396738E-17  3.139730E-24  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  5.969704E-05  7.219255E-10  2.389724E-10  1.232262E-15  1.765283E-17  3.808205E-24  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  6.214608E-05  7.496420E-10  2.754323E-10  1.406349E-15  2.184220E-17  4.536247E-24  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  6.426330E-05  7.735099E-10  3.134039E-10  1.585775E-15  2.656809E-17  5.325839E-24  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  6.610309E-05  7.941786E-10  3.529568E-10  1.770890E-15  3.187435E-17  6.180505E-24  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  6.772808E-05  8.123794E-10  3.946378E-10  1.964209E-15  3.788040E-17  7.114759E-24  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  6.913746E-05  8.281250E-10  4.376760E-10  2.162165E-15  4.451712E-17  8.113976E-24  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  7.028393E-05  8.409080E-10  4.789187E-10  2.350443E-15  5.128316E-17  9.102892E-24  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  7.130921E-05  8.523242E-10  5.219344E-10  2.545467E-15  5.875649E-17  1.016558E-23  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  7.234296E-05  8.638262E-10  5.729537E-10  2.775176E-15  6.816054E-17  1.146569E-23  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  7.319243E-05  8.732783E-10  6.224943E-10  2.996766E-15  7.783911E-17  1.276780E-23  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  7.405202E-05  8.828553E-10  6.817871E-10  3.260238E-15  9.012109E-17  1.437529E-23  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  7.480082E-05  8.912220E-10  7.433476E-10  3.531987E-15  1.036619E-16  1.609846E-23  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  7.556750E-05  8.998329E-10  8.194405E-10  3.865697E-15  1.214805E-16  1.830161E-23  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  7.618202E-05  9.067895E-10  8.933447E-10  4.187739E-15  1.399059E-16  2.051535E-23  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  7.718935E-05  9.183799E-10  1.050930E-09  4.868518E-15  1.827792E-16  2.546464E-23  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  7.760577E-05  9.232796E-10  1.135417E-09  5.230731E-15  2.077056E-16  2.823979E-23  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  7.794849E-05  9.273834E-10  1.216856E-09  5.578224E-15  2.329842E-16  3.099064E-23  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  7.854551E-05  9.347463E-10  1.393490E-09  6.326958E-15  2.919296E-16  3.719993E-23  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  7.882893E-05  9.383697E-10  1.498362E-09  6.768745E-15  3.295051E-16  4.103620E-23  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  7.907064E-05  9.415461E-10  1.601931E-09  7.203217E-15  3.684543E-16  4.492861E-23  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  7.948570E-05  9.472354E-10  1.818646E-09  8.106969E-15  4.557379E-16  5.339025E-23  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  7.978840E-05  9.516230E-10  2.017421E-09  8.930392E-15  5.424482E-16  6.150794E-23  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  8.006504E-05  9.558562E-10  2.238881E-09  9.842399E-15  6.462907E-16  7.092901E-23  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  8.029859E-05  9.596284E-10  2.462320E-09  1.075734E-14  7.586000E-16  8.081421E-23  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  8.051275E-05  9.632710E-10  2.702989E-09  1.173775E-14  8.877619E-16  9.186596E-23  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  8.070871E-05  9.667738E-10  2.958709E-09  1.277440E-14  1.034012E-15  1.040444E-22  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  8.098344E-05  9.719809E-10  3.382732E-09  1.448282E-14  1.296476E-15  1.251687E-22  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  8.112124E-05  9.747287E-10  3.628196E-09  1.546657E-14  1.459442E-15  1.378999E-22  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  8.125484E-05  9.774808E-10  3.890048E-09  1.651236E-14  1.641866E-15  1.518668E-22  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  8.150292E-05  9.828218E-10  4.442280E-09  1.870624E-14  2.055151E-15  1.825614E-22  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  8.164556E-05  9.860267E-10  4.801884E-09  2.012723E-14  2.344563E-15  2.034075E-22  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  8.177492E-05  9.890153E-10  5.158023E-09  2.152953E-14  2.646332E-15  2.246860E-22  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  8.196868E-05  9.936354E-10  5.747949E-09  2.384215E-14  3.178702E-15  2.612534E-22  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  8.214764E-05  9.980511E-10  6.356770E-09  2.621665E-14  3.769652E-15  3.006317E-22  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  8.232043E-05  1.002446E-09  7.009347E-09  2.874986E-14  4.448346E-15  3.445891E-22  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  8.250057E-05  1.007163E-09  7.765825E-09  3.167301E-14  5.291634E-15  3.976856E-22  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  8.266690E-05  1.011640E-09  8.537778E-09  3.464219E-14  6.213474E-15  4.541132E-22  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  8.282390E-05  1.015971E-09  9.337556E-09  3.770519E-14  7.232140E-15  5.148460E-22  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  8.293281E-05  1.019036E-09  9.939315E-09  4.000230E-14  8.039618E-15  5.619959E-22  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  8.303286E-05  1.021896E-09  1.052808E-08  4.224380E-14  8.863286E-15  6.092909E-22  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  8.315910E-05  1.025567E-09  1.132271E-08  4.526010E-14  1.002699E-14  6.748846E-22  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  8.329899E-05  1.029716E-09  1.227665E-08  4.886845E-14  1.150145E-14  7.561999E-22  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  8.347199E-05  1.034972E-09  1.357683E-08  5.376657E-14  1.364346E-14  8.713414E-22  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  8.363033E-05  1.039911E-09  1.490493E-08  5.874939E-14  1.598331E-14  9.938283E-22  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  8.380901E-05  1.045648E-09  1.658054E-08  6.500823E-14  1.915044E-14  1.155028E-21  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  8.397983E-05  1.051313E-09  1.838602E-08  7.172129E-14  2.282445E-14  1.336610E-21  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  8.415909E-05  1.057476E-09  2.054807E-08  7.972509E-14  2.756579E-14  1.564208E-21  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  8.432271E-05  1.063334E-09  2.280571E-08  8.804588E-14  3.290522E-14  1.813059E-21  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  8.451328E-05  1.070489E-09  2.585212E-08  9.922087E-14  4.072199E-14  2.165943E-21  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  8.468687E-05  1.077381E-09  2.913562E-08  1.112091E-13  4.990183E-14  2.566955E-21  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  8.493973E-05  1.088252E-09  3.509873E-08  1.328520E-13  6.850362E-14  3.346072E-21  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  8.506807E-05  1.094249E-09  3.884730E-08  1.463834E-13  8.143111E-14  3.867206E-21  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  8.518858E-05  1.100260E-09  4.300294E-08  1.613312E-13  9.681889E-14  4.471290E-21  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  8.532912E-05  1.107860E-09  4.885343E-08  1.822863E-13  1.203355E-13  5.366274E-21  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  8.545204E-05  1.115173E-09  5.517421E-08  2.048240E-13  1.481070E-13  6.388376E-21  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  8.555878E-05  1.122191E-09  6.199633E-08  2.290543E-13  1.807062E-13  7.551770E-21  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  8.564624E-05  1.128550E-09  6.885482E-08  2.533227E-13  2.161712E-13  8.781029E-21  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  8.573268E-05  1.135530E-09  7.718139E-08  2.826770E-13  2.627582E-13  1.034940E-20  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  8.577917E-05  1.139642E-09  8.251548E-08  3.014271E-13  2.945772E-13  1.139582E-20  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  8.581971E-05  1.143477E-09  8.782694E-08  3.200626E-13  3.277303E-13  1.246869E-20  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  8.590233E-05  1.152187E-09  1.010690E-07  3.663709E-13  4.167383E-13  1.527216E-20  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  8.596500E-05  1.159808E-09  1.140994E-07  4.117495E-13  5.129401E-13  1.820049E-20  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  8.601865E-05  1.167262E-09  1.283488E-07  4.611973E-13  6.274978E-13  2.158295E-20  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  8.608728E-05  1.178489E-09  1.528835E-07  5.459625E-13  8.468162E-13  2.781698E-20  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  8.614099E-05  1.189042E-09  1.795975E-07  6.377930E-13  1.116274E-12  3.515188E-20  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  8.618490E-05  1.199275E-09  2.095337E-07  7.402511E-13  1.454081E-12  4.399233E-20  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  8.621950E-05  1.208637E-09  2.405856E-07  8.460803E-13  1.843328E-12  5.380607E-20  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  8.624881E-05  1.217725E-09  2.745033E-07  9.612411E-13  2.311870E-12  6.522237E-20  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  8.627351E-05  1.226542E-09  3.115315E-07  1.086536E-12  2.872730E-12  7.845906E-20  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  8.629728E-05  1.236367E-09  3.577690E-07  1.242418E-12  3.643712E-12  9.605157E-20  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  8.631864E-05  1.247049E-09  4.147983E-07  1.433944E-12  4.698409E-12  1.192663E-19  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  8.633414E-05  1.257243E-09  4.769512E-07  1.641917E-12  5.972230E-12  1.463347E-19  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  8.634598E-05  1.269041E-09  5.589467E-07  1.915205E-12  7.845762E-12  1.846736E-19  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  8.634980E-05  1.280560E-09  6.513474E-07  2.221983E-12  1.020817E-11  2.311979E-19  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  8.633650E-05  1.298637E-09  8.255558E-07  2.797626E-12  1.535102E-11  3.276411E-19  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  8.631696E-05  1.308664E-09  9.398887E-07  3.173794E-12  1.919788E-11  3.966638E-19  1.000000E-30  1.000000E-30
