 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                nb121         nb122         nb123         nb124         mo82          mo83          mo84          mo85 
    360  1.656939516385E-01  7.072772E-10  9.610359E-07  5.276872E-05  1.577716E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  5.157568E-10  8.258452E-07  5.210222E-05  1.547238E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  3.836458E-10  7.171415E-07  5.158263E-05  1.522116E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  2.420475E-10  5.766521E-07  5.093493E-05  1.488369E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  1.821144E-10  5.042401E-07  5.060221E-05  1.469771E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.350543E-10  4.381586E-07  5.029168E-05  1.451662E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  7.723145E-11  3.370199E-07  4.976384E-05  1.419893E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  4.582767E-11  2.638235E-07  4.929709E-05  1.391743E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  2.987076E-11  2.157774E-07  4.891577E-05  1.369167E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  2.010888E-11  1.791796E-07  4.856542E-05  1.348767E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  1.344962E-11  1.483080E-07  4.821413E-05  1.328488E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  8.923126E-12  1.223223E-07  4.787305E-05  1.308668E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  6.054375E-12  1.019539E-07  4.757490E-05  1.290829E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  3.840961E-12  8.240290E-08  4.727922E-05  1.271759E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  2.480077E-12  6.718571E-08  4.707114E-05  1.255679E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.528958E-12  5.369626E-08  4.696777E-05  1.241602E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  9.709430E-13  4.356980E-08  4.702897E-05  1.232676E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  5.963579E-13  3.490561E-08  4.730445E-05  1.228759E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  3.687107E-13  2.811305E-08  4.782040E-05  1.231168E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.744729E-13  2.017809E-08  4.911100E-05  1.247204E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  8.386397E-14  1.464843E-08  5.086029E-05  1.274680E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  4.309396E-14  1.096683E-08  5.271146E-05  1.305546E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  2.326820E-14  8.381489E-09  5.449776E-05  1.335303E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.299147E-14  6.487327E-09  5.612099E-05  1.361408E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  7.321294E-15  5.024968E-09  5.757352E-05  1.383208E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  4.342903E-15  3.964858E-09  5.872515E-05  1.398603E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  2.604567E-15  3.128217E-09  5.964967E-05  1.408697E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  1.475158E-15  2.381702E-09  6.043515E-05  1.413782E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  8.871569E-16  1.843236E-09  6.089434E-05  1.412320E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  5.010111E-16  1.347946E-09  6.111299E-05  1.402915E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  3.091135E-16  9.952744E-10  6.098921E-05  1.386520E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.973698E-16  6.995923E-10  6.047225E-05  1.359677E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.460939E-16  5.026724E-10  5.965472E-05  1.327584E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.101637E-16  2.935941E-10  5.770081E-05  1.262705E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  1.016264E-16  2.198835E-10  5.632822E-05  1.221180E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  9.666970E-17  1.667426E-10  5.479833E-05  1.177009E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  9.320421E-17  1.221569E-10  5.274740E-05  1.120161E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  9.138736E-17  9.531200E-11  5.076714E-05  1.067143E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  9.030112E-17  7.739521E-11  4.876297E-05  1.014929E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  8.961998E-17  6.404893E-11  4.649971E-05  9.573944E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  8.935229E-17  5.537758E-11  4.427641E-05  9.021274E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  8.958842E-17  4.703445E-11  4.087887E-05  8.197289E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  9.007376E-17  4.390998E-11  3.894780E-05  7.738831E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  9.090859E-17  4.133424E-11  3.687598E-05  7.254218E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  9.327801E-17  3.811564E-11  3.329017E-05  6.432022E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  9.645152E-17  3.612473E-11  3.026855E-05  5.754545E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  1.002388E-16  3.477944E-11  2.774370E-05  5.198798E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  1.043931E-16  3.384485E-11  2.567682E-05  4.750722E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  1.087673E-16  3.318326E-11  2.397881E-05  4.387166E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  1.169562E-16  3.243794E-11  2.160338E-05  3.885340E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  1.223763E-16  3.216150E-11  2.040624E-05  3.635365E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  1.279859E-16  3.199362E-11  1.938136E-05  3.422874E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  1.355054E-16  3.190328E-11  1.825916E-05  3.191758E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  1.439797E-16  3.193267E-11  1.724762E-05  2.984753E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  1.595790E-16  3.222245E-11  1.586194E-05  2.702995E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  1.770759E-16  3.276752E-11  1.478157E-05  2.484420E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  1.962988E-16  3.351809E-11  1.394907E-05  2.316214E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  2.329757E-16  3.518221E-11  1.293726E-05  2.110810E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  2.566655E-16  3.635311E-11  1.251141E-05  2.023232E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  2.824921E-16  3.768952E-11  1.216507E-05  1.950823E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  3.112046E-16  3.923430E-11  1.187644E-05  1.888968E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  3.421745E-16  4.095475E-11  1.164322E-05  1.837177E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  3.984798E-16  4.416443E-11  1.135466E-05  1.768622E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  4.310954E-16  4.602811E-11  1.124012E-05  1.738878E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  4.625169E-16  4.779469E-11  1.115306E-05  1.714776E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  5.290102E-16  5.134334E-11  1.101174E-05  1.673044E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  5.886952E-16  5.422573E-11  1.090405E-05  1.641365E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  6.492574E-16  5.683494E-11  1.079482E-05  1.611781E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  7.159440E-16  5.938117E-11  1.066847E-05  1.580942E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  7.841143E-16  6.170194E-11  1.053412E-05  1.551066E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  8.631715E-16  6.412847E-11  1.037689E-05  1.518666E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  9.414370E-16  6.632803E-11  1.022464E-05  1.489128E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  1.104231E-15  7.047482E-11  9.930898E-06  1.435664E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  1.298820E-15  7.494672E-11  9.628047E-06  1.384116E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  1.528960E-15  7.979288E-11  9.331352E-06  1.336503E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  1.791434E-15  8.489099E-11  9.056115E-06  1.294790E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  2.079462E-15  9.006538E-11  8.810065E-06  1.259627E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  2.618660E-15  9.880314E-11  8.452289E-06  1.212535E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  3.223736E-15  1.074449E-10  8.148492E-06  1.176793E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  3.886824E-15  1.158355E-10  7.886144E-06  1.149369E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  4.663514E-15  1.245753E-10  7.638390E-06  1.126537E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  5.554377E-15  1.335141E-10  7.407304E-06  1.108037E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  6.547284E-15  1.424568E-10  7.196469E-06  1.093659E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  8.448553E-15  1.574716E-10  6.885286E-06  1.077403E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  1.069133E-14  1.727890E-10  6.619373E-06  1.069378E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  1.335330E-14  1.887814E-10  6.391315E-06  1.068524E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  1.644054E-14  2.053277E-10  6.200779E-06  1.074126E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  2.254788E-14  2.339713E-10  5.956161E-06  1.095524E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  3.032046E-14  2.654602E-10  5.775611E-06  1.131092E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  4.017048E-14  3.003435E-10  5.644674E-06  1.180339E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  5.278464E-14  3.395955E-10  5.550444E-06  1.244251E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  6.856019E-14  3.828099E-10  5.485016E-06  1.322110E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  8.844947E-14  4.307730E-10  5.438934E-06  1.415564E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.134848E-13  4.838239E-10  5.405330E-06  1.525977E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  1.437425E-13  5.401836E-10  5.379534E-06  1.650323E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  1.807821E-13  6.009235E-10  5.356820E-06  1.791766E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.267819E-13  6.673316E-10  5.334297E-06  1.954792E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  3.184478E-13  7.798083E-10  5.297805E-06  2.250360E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  4.447495E-13  9.078276E-10  5.258367E-06  2.616196E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  6.527628E-13  1.080049E-09  5.212542E-06  3.157814E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  9.592853E-13  1.285856E-09  5.173396E-06  3.879749E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  1.424330E-12  1.540215E-09  5.149103E-06  4.885843E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.584506E-12  2.031546E-09  5.157156E-06  7.206436E-11  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  4.472853E-12  2.635548E-09  5.215443E-06  1.082686E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  7.719532E-12  3.424708E-09  5.308161E-06  1.710206E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  1.252475E-11  4.317851E-09  5.397003E-06  2.684265E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.963465E-11  5.339606E-09  5.463381E-06  4.232653E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  3.022262E-11  6.519673E-09  5.495908E-06  6.725098E-10  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  4.450070E-11  7.767928E-09  5.490475E-06  1.027192E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  8.278743E-11  1.021107E-08  5.407226E-06  1.932734E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.163907E-10  1.182424E-08  5.324908E-06  2.547923E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.611968E-10  1.358074E-08  5.225509E-06  3.079271E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  2.767285E-10  1.704591E-08  5.024311E-06  3.511846E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  4.078084E-10  2.004318E-08  4.857817E-06  3.402247E-09  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
