 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                sb147         sb148         sb149         sb150         sb151         te109         te110         te111
    360  1.656939516385E-01  1.653595E-09  8.468769E-12  2.535592E-11  6.076822E-14  4.839783E-14  1.000000E-30  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  2.072304E-09  1.116459E-11  3.766210E-11  9.459611E-14  8.391216E-14  1.000000E-30  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  2.492788E-09  1.408936E-11  5.319379E-11  1.396711E-13  1.371660E-13  1.000000E-30  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  3.183249E-09  1.939420E-11  8.732380E-11  2.457890E-13  2.829863E-13  1.000000E-30  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  3.626193E-09  2.315308E-11  1.163274E-10  3.419590E-13  4.347491E-13  1.000000E-30  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  4.097698E-09  2.748169E-11  1.549060E-10  4.765800E-13  6.722419E-13  1.000000E-30  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  4.994879E-09  3.675143E-11  2.570998E-10  8.618865E-13  1.477726E-12  1.000000E-30  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  5.836045E-09  4.682426E-11  4.007073E-10  1.455558E-12  2.993978E-12  1.000000E-30  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  6.522149E-09  5.619996E-11  5.675225E-10  2.202467E-12  5.261629E-12  1.000000E-30  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  7.141494E-09  6.573139E-11  7.733759E-10  3.190561E-12  8.750979E-12  1.000000E-30  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  7.746691E-09  7.627293E-11  1.048585E-09  4.604826E-12  1.453844E-11  1.000000E-30  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  8.316665E-09  8.770088E-11  1.412783E-09  6.611777E-12  2.408995E-11  1.000000E-30  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  8.796335E-09  9.903270E-11  1.854596E-09  9.222491E-12  3.850469E-11  1.000000E-30  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  9.248170E-09  1.124070E-10  2.511062E-09  1.340608E-11  6.564185E-11  1.000000E-30  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  9.542785E-09  1.249612E-10  3.311678E-09  1.894555E-11  1.082661E-10  1.000000E-30  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  9.664320E-09  1.374333E-10  4.401008E-09  2.717926E-11  1.842873E-10  1.000000E-30  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  9.557282E-09  1.470364E-10  5.635748E-09  3.744018E-11  2.986726E-10  1.000000E-30  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  9.186340E-09  1.538539E-10  7.159405E-09  5.146061E-11  4.891849E-10  1.000000E-30  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  8.566979E-09  1.562585E-10  8.829349E-09  6.869307E-11  7.783236E-10  1.000000E-30  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  7.198795E-09  1.502335E-10  1.152666E-08  1.016225E-10  1.517995E-09  1.000000E-30  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  5.603744E-09  1.336890E-10  1.388768E-08  1.386212E-10  2.723568E-09  1.000000E-30  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  4.167462E-09  1.124222E-10  1.541447E-08  1.724693E-10  4.356003E-09  1.000000E-30  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  2.993413E-09  9.058071E-11  1.608227E-08  2.001964E-10  6.388256E-09  1.000000E-30  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  2.090299E-09  7.051290E-11  1.598226E-08  2.200813E-10  8.758750E-09  1.000000E-30  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.406871E-09  5.283490E-11  1.523439E-08  2.317785E-10  1.146829E-08  1.000000E-30  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  9.448684E-10  3.916980E-11  1.408504E-08  2.349089E-10  1.419568E-08  1.000000E-30  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  6.201617E-10  2.832830E-11  1.265650E-08  2.310151E-10  1.699120E-08  1.000000E-30  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  3.711124E-10  1.894535E-11  1.084018E-08  2.194094E-10  2.019089E-08  1.000000E-30  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  2.245824E-10  1.270373E-11  9.137211E-09  2.034925E-10  2.304024E-08  1.000000E-30  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.185245E-10  7.594577E-12  7.204982E-09  1.802484E-10  2.624288E-08  1.000000E-30  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  6.240313E-11  4.508689E-12  5.582997E-09  1.563109E-10  2.900555E-08  1.000000E-30  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  2.904272E-11  2.408298E-12  4.053590E-09  1.293157E-10  3.179019E-08  1.000000E-30  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  1.387576E-11  1.308754E-12  2.937359E-09  1.061007E-10  3.406214E-08  1.000000E-30  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  4.061715E-12  4.668047E-13  1.664607E-09  7.410353E-11  3.723896E-08  1.000000E-30  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  2.093381E-12  2.629055E-13  1.191359E-09  5.978715E-11  3.879348E-08  1.000000E-30  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  1.144278E-12  1.515805E-13  8.444206E-10  4.784399E-11  4.023418E-08  1.000000E-30  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  6.319664E-13  8.317119E-14  5.475188E-10  3.608723E-11  4.189443E-08  1.000000E-30  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  4.434008E-13  5.445578E-14  3.665154E-10  2.776686E-11  4.332972E-08  1.000000E-30  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  3.656276E-13  4.137254E-14  2.460343E-10  2.138373E-11  4.468810E-08  1.000000E-30  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  3.318106E-13  3.532381E-14  1.572205E-10  1.593346E-11  4.616085E-08  1.000000E-30  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  3.212396E-13  3.351182E-14  1.009797E-10  1.190570E-11  4.758088E-08  1.000000E-30  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  3.217640E-13  3.402133E-14  5.044533E-11  7.527280E-12  4.975892E-08  1.000000E-30  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  3.263495E-13  3.510868E-14  3.357176E-11  5.744170E-12  5.102527E-08  1.000000E-30  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  3.335447E-13  3.660496E-14  2.135408E-11  4.244128E-12  5.242435E-08  1.000000E-30  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  3.511588E-13  3.975800E-14  9.418174E-12  2.429816E-12  5.499056E-08  1.000000E-30  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  3.717790E-13  4.293718E-14  4.596286E-12  1.451607E-12  5.735757E-08  1.000000E-30  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  3.942422E-13  4.604542E-14  2.563108E-12  9.097460E-13  5.954000E-08  1.000000E-30  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  4.173009E-13  4.899716E-14  1.681775E-12  6.049302E-13  6.151500E-08  1.000000E-30  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  4.403574E-13  5.178577E-14  1.283608E-12  4.269324E-13  6.330440E-08  1.000000E-30  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  4.810968E-13  5.644575E-14  1.028399E-12  2.616309E-13  6.614885E-08  1.000000E-30  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  5.067050E-13  5.925078E-14  9.859569E-13  2.078651E-13  6.778290E-08  1.000000E-30  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  5.322616E-13  6.197995E-14  9.807308E-13  1.741658E-13  6.932244E-08  1.000000E-30  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  5.651821E-13  6.541379E-14  1.001273E-12  1.483142E-13  7.119538E-08  1.000000E-30  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  6.006258E-13  6.902904E-14  1.040208E-12  1.334846E-13  7.309745E-08  1.000000E-30  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  6.617058E-13  7.510766E-14  1.124453E-12  1.240601E-13  7.615355E-08  1.000000E-30  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  7.243663E-13  8.119361E-14  1.219627E-12  1.242298E-13  7.905905E-08  1.000000E-30  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  7.869149E-13  8.715437E-14  1.317994E-12  1.286055E-13  8.177677E-08  1.000000E-30  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  8.921191E-13  9.698480E-14  1.486540E-12  1.396650E-13  8.602567E-08  1.000000E-30  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  9.534206E-13  1.026231E-13  1.585631E-12  1.469514E-13  8.835042E-08  1.000000E-30  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  1.016891E-12  1.084034E-13  1.688610E-12  1.547394E-13  9.066003E-08  1.000000E-30  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  1.085419E-12  1.145871E-13  1.800085E-12  1.632640E-13  9.305649E-08  1.000000E-30  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  1.158842E-12  1.211544E-13  1.919750E-12  1.724356E-13  9.552591E-08  1.000000E-30  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  1.295440E-12  1.332346E-13  2.142755E-12  1.894538E-13  9.988884E-08  1.000000E-30  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  1.377989E-12  1.404590E-13  2.277660E-12  1.996738E-13  1.023998E-07  1.000000E-30  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  1.460388E-12  1.476201E-13  2.412376E-12  2.098176E-13  1.048241E-07  1.000000E-30  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  1.643766E-12  1.633974E-13  2.712266E-12  2.321863E-13  1.099635E-07  1.000000E-30  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  1.816535E-12  1.780866E-13  2.994805E-12  2.530193E-13  1.145301E-07  1.000000E-30  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  1.996267E-12  1.932122E-13  3.288657E-12  2.744704E-13  1.190426E-07  1.000000E-30  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  2.195809E-12  2.098424E-13  3.614767E-12  2.980514E-13  1.238095E-07  1.000000E-30  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  2.398987E-12  2.266208E-13  3.946661E-12  3.218375E-13  1.284367E-07  1.000000E-30  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  2.631822E-12  2.456785E-13  4.326795E-12  3.488486E-13  1.334965E-07  1.000000E-30  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  2.858695E-12  2.640930E-13  4.696984E-12  3.749417E-13  1.382090E-07  1.000000E-30  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  3.319306E-12  3.010714E-13  5.447960E-12  4.273215E-13  1.472174E-07  1.000000E-30  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  3.853430E-12  3.433729E-13  6.317852E-12  4.872142E-13  1.568911E-07  1.000000E-30  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.468586E-12  3.914581E-13  7.318600E-12  5.552631E-13  1.672099E-07  1.000000E-30  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  5.155291E-12  4.444741E-13  8.434504E-12  6.302531E-13  1.778925E-07  1.000000E-30  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  5.896402E-12  5.010385E-13  9.637516E-12  7.102235E-13  1.886180E-07  1.000000E-30  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  7.260162E-12  6.036969E-13  1.184820E-11  8.552687E-13  2.066398E-07  1.000000E-30  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  8.763403E-12  7.151549E-13  1.428109E-11  1.012628E-12  2.245217E-07  1.000000E-30  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.038253E-11  8.336477E-13  1.689770E-11  1.179800E-12  2.420153E-07  1.000000E-30  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.224267E-11  9.681939E-13  1.989961E-11  1.369489E-12  2.603588E-07  1.000000E-30  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  1.432776E-11  1.117392E-12  2.325997E-11  1.579690E-12  2.791671E-07  1.000000E-30  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  1.659089E-11  1.277761E-12  2.690254E-11  1.805480E-12  2.979140E-07  1.000000E-30  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  2.075191E-11  1.569271E-12  3.358895E-11  2.215560E-12  3.288977E-07  1.000000E-30  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  2.539133E-11  1.890375E-12  4.103034E-11  2.666829E-12  3.594424E-07  1.000000E-30  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  3.056700E-11  2.244919E-12  4.931771E-11  3.164642E-12  3.898405E-07  1.000000E-30  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  3.618906E-11  2.626670E-12  5.830575E-11  3.700200E-12  4.195308E-07  1.000000E-30  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  4.636698E-11  3.311129E-12  7.454674E-11  4.659446E-12  4.667886E-07  1.000000E-30  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  5.800322E-11  4.086052E-12  9.307590E-11  5.744231E-12  5.134325E-07  1.000000E-30  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  7.131565E-11  4.965583E-12  1.142337E-10  6.974163E-12  5.599587E-07  1.000000E-30  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  8.679911E-11  5.981819E-12  1.387982E-10  8.393874E-12  6.074279E-07  1.000000E-30  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  1.045014E-10  7.137310E-12  1.668360E-10  1.000666E-11  6.552524E-07  1.000000E-30  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.250242E-10  8.470810E-12  1.992898E-10  1.186630E-11  7.042817E-07  1.000000E-30  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  1.488715E-10  1.001448E-11  2.369440E-10  1.401728E-11  7.547474E-07  1.000000E-30  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  1.755791E-10  1.173808E-11  2.790546E-10  1.641716E-11  8.049675E-07  1.000000E-30  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  2.059602E-10  1.369413E-11  3.268935E-10  1.913880E-11  8.559035E-07  1.000000E-30  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  2.410339E-10  1.594829E-11  3.820510E-10  2.227313E-11  9.083904E-07  1.000000E-30  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  3.045925E-10  2.002701E-11  4.818519E-10  2.794009E-11  9.907631E-07  1.000000E-30  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  3.825429E-10  2.502521E-11  6.040392E-10  3.487864E-11  1.075875E-06  1.000000E-30  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  4.949523E-10  3.223489E-11  7.799380E-10  4.487914E-11  1.177926E-06  1.000000E-30  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  6.374735E-10  4.138931E-11  1.002579E-09  5.756766E-11  1.284125E-06  1.000000E-30  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  8.216357E-10  5.324959E-11  1.289819E-09  7.399608E-11  1.396448E-06  1.000000E-30  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  1.192777E-09  7.727062E-11  1.867695E-09  1.072495E-10  1.571602E-06  1.000000E-30  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  1.671004E-09  1.084512E-10  2.611046E-09  1.503942E-10  1.739910E-06  1.000000E-30  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.336935E-09  1.522540E-10  3.644787E-09  2.109926E-10  1.915926E-06  1.000000E-30  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  3.158513E-09  2.068229E-10  4.918703E-09  2.864777E-10  2.080541E-06  1.000000E-30  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  4.200272E-09  2.767197E-10  6.532804E-09  3.831829E-10  2.241292E-06  1.000000E-30  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  5.552046E-09  3.683902E-10  8.625640E-09  5.100249E-10  2.402586E-06  1.000000E-30  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  7.165424E-09  4.789902E-10  1.112186E-08  6.630799E-10  2.552785E-06  1.000000E-30  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  1.088897E-08  7.381097E-10  1.687762E-08  1.021690E-09  2.802900E-06  1.000000E-30  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  1.376473E-08  9.411388E-10  2.131805E-08  1.302605E-09  2.943797E-06  1.000000E-30  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.727348E-08  1.191569E-09  2.673043E-08  1.648969E-09  3.079993E-06  1.000000E-30  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  2.535042E-08  1.776867E-09  3.916444E-08  2.457489E-09  3.307003E-06  1.000000E-30  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  3.357554E-08  2.382553E-09  5.178584E-08  3.292118E-09  3.468421E-06  1.000000E-30  1.000000E-30  1.000000E-30
