 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                in118         in119         in120         in121         in122         in123         in124         in125
    180  5.987296131417E-02  5.608739E-26  5.267374E-25  2.319087E-24  1.360854E-23  2.966201E-23  9.884066E-23  9.924118E-23  2.002225E-22
    181  6.018239261751E-02  8.308600E-26  8.186989E-25  3.747184E-24  2.302179E-23  5.204531E-23  1.815114E-22  1.884916E-22  3.979704E-22
    182  6.051941164510E-02  1.263709E-25  1.312440E-24  6.267023E-24  4.048673E-23  9.524929E-23  3.491687E-22  3.761825E-22  8.347467E-22
    183  6.081686890997E-02  1.813490E-25  1.973304E-24  9.782496E-24  6.607554E-23  1.610259E-22  6.169638E-22  6.866757E-22  1.592382E-21
    184  6.107970107709E-02  2.477648E-25  2.809868E-24  1.439967E-23  1.011824E-22  2.543990E-22  1.013700E-21  1.161225E-21  2.800249E-21
    185  6.149099227918E-02  3.978572E-25  4.815234E-24  2.599396E-23  1.943538E-22  5.131545E-22  2.174682E-21  2.606232E-21  6.682930E-21
    186  6.184187848266E-02  5.863799E-25  7.504729E-24  4.235716E-23  3.340483E-22  9.197143E-22  4.109429E-21  5.119096E-21  1.383768E-20
    187  6.212841772032E-02  7.960719E-25  1.066602E-23  6.243194E-23  5.143684E-22  1.465520E-21  6.838407E-21  8.792267E-21  2.481701E-20
    188  6.241083345826E-02  1.065309E-24  1.493527E-23  9.062171E-23  7.796259E-22  2.297695E-21  1.119159E-20  1.484573E-20  4.373494E-20
    189  6.286334795077E-02  1.664001E-24  2.509521E-23  1.613188E-22  1.487965E-21  4.630116E-21  2.416583E-20  3.370538E-20  1.063743E-19
    190  6.324448148531E-02  2.373793E-24  3.808585E-23  2.570670E-22  2.515289E-21  8.194375E-21  4.534666E-20  6.598530E-20  2.207573E-19
    191  6.354755735680E-02  3.109417E-24  5.241794E-23  3.678242E-22  3.772827E-21  1.274899E-20  7.393077E-20  1.112754E-19  3.900499E-19
    192  6.382753282149E-02  3.950502E-24  6.972587E-23  5.072029E-22  5.435224E-21  1.899886E-20  1.150605E-19  1.786813E-19  6.540033E-19
    193  6.429792763326E-02  5.792774E-24  1.104811E-22  8.538610E-22  9.852013E-21  3.645848E-20  2.375927E-19  3.889240E-19  1.531371E-18
    194  6.470641913937E-02  7.929836E-24  1.618471E-22  1.318650E-21  1.622992E-20  6.311853E-20  4.385275E-19  7.515438E-19  3.154012E-18
    195  6.514351188605E-02  1.090990E-23  2.395124E-22  2.065096E-21  2.724630E-20  1.117602E-19  8.318517E-19  1.497567E-18  6.731127E-18
    196  6.551961572666E-02  1.416839E-23  3.313427E-22  2.999959E-21  4.203611E-20  1.805391E-19  1.426386E-18  2.679363E-18  1.277990E-17
    197  6.614173306661E-02  2.136221E-23  5.548879E-22  5.447523E-21  8.437518E-20  3.911046E-19  3.412796E-18  6.879233E-18  3.622381E-17
    198  6.666431851744E-02  2.964596E-23  8.419783E-22  8.851540E-21  1.492501E-19  7.378065E-19  7.002975E-18  1.498115E-17  8.577120E-17
    199  6.714973898932E-02  3.984310E-23  1.230024E-21  1.378187E-20  2.515814E-19  1.320531E-18  1.355926E-17  3.066046E-17  1.898217E-16
    200  6.763365269933E-02  5.318452E-23  1.785425E-21  2.132135E-20  4.215226E-19  2.349327E-18  2.610591E-17  6.239878E-17  4.178972E-16
    201  6.810748363549E-02  7.029501E-23  2.563075E-21  3.258535E-20  6.968917E-19  4.119817E-18  4.948562E-17  1.249072E-16  9.038534E-16
    202  6.886988901479E-02  1.082468E-22  4.512736E-21  6.345612E-20  1.541079E-18  1.001844E-17  1.365189E-16  3.763141E-16  3.087222E-15
    203  6.932442343830E-02  1.361095E-22  6.150608E-21  9.191076E-20  2.410923E-18  1.659526E-17  2.439957E-16  7.090045E-16  6.272270E-15
    204  6.977291475786E-02  1.645681E-22  8.057504E-21  1.278458E-19  3.619141E-18  2.635778E-17  4.178887E-16  1.279401E-15  1.219899E-14
    205  7.051837306122E-02  2.008545E-22  1.125228E-20  1.972645E-19  6.341867E-18  5.073385E-17  9.125164E-16  3.048085E-15  3.294752E-14
    206  7.120724846930E-02  2.058251E-22  1.307056E-20  2.514358E-19  9.106759E-18  7.951142E-17  1.609036E-15  5.827985E-15  7.081330E-14
    207  7.185571854523E-02  1.827383E-22  1.307198E-20  2.745511E-19  1.113758E-17  1.056266E-16  2.390914E-15  9.349348E-15  1.269569E-13
    208  7.250556240022E-02  1.438898E-22  1.159906E-20  2.660396E-19  1.209989E-17  1.247058E-16  3.160976E-15  1.335144E-14  2.028389E-13
    209  7.308358088908E-02  1.064621E-22  9.561602E-21  2.373411E-19  1.196345E-17  1.328202E-16  3.726395E-15  1.686260E-14  2.832999E-13
    210  7.365083251161E-02  7.395723E-23  7.392508E-21  1.983429E-19  1.106793E-17  1.322157E-16  4.101497E-15  1.986436E-14  3.686774E-13
    211  7.420607479025E-02  4.895334E-23  5.437115E-21  1.574588E-19  9.712781E-18  1.246832E-16  4.270401E-15  2.211002E-14  4.526537E-13
    212  7.477269193766E-02  3.056075E-23  3.781895E-21  1.184275E-19  8.097039E-18  1.118880E-16  4.242369E-15  2.351942E-14  5.325341E-13
    213  7.532671922740E-02  1.839698E-23  2.533145E-21  8.565351E-20  6.482394E-18  9.629601E-17  4.036545E-15  2.393290E-14  5.985038E-13
    214  7.590819975934E-02  1.032383E-23  1.591434E-21  5.834510E-20  4.916302E-18  7.881520E-17  3.673486E-15  2.337797E-14  6.493456E-13
    215  7.648106882397E-02  5.603671E-24  9.659262E-22  3.835991E-20  3.595645E-18  6.215576E-17  3.218363E-15  2.196719E-14  6.770761E-13
    216  7.706864365518E-02  2.868227E-24  5.549399E-22  2.392818E-20  2.503946E-18  4.677520E-17  2.700157E-15  1.980827E-14  6.798614E-13
    217  7.765097184480E-02  1.413278E-24  3.070318E-22  1.437139E-20  1.679157E-18  3.388797E-17  2.180946E-15  1.719081E-14  6.569733E-13
    218  7.824188421090E-02  6.624089E-25  1.618007E-22  8.230555E-21  1.076055E-18  2.349310E-17  1.689470E-15  1.432768E-14  6.110349E-13
    219  7.883216312169E-02  2.979516E-25  8.191484E-23  4.529780E-21  6.631320E-19  1.566516E-17  1.259589E-15  1.149516E-14  5.474008E-13
    220  7.934760137230E-02  1.428928E-25  4.363217E-23  2.597034E-21  4.201730E-19  1.063762E-17  9.438693E-16  9.186850E-15  4.821269E-13
    221  7.991019390762E-02  6.198572E-26  2.122909E-23  1.369232E-21  2.471723E-19  6.749910E-18  6.672202E-16  6.968517E-15  4.068439E-13
    222  8.044081450283E-02  2.731420E-26  1.043055E-23  7.258756E-22  1.453904E-19  4.265412E-18  4.671158E-16  5.215327E-15  3.368616E-13
    223  8.103419684334E-02  1.052753E-26  4.546359E-24  3.445299E-22  7.757979E-20  2.466357E-18  3.031424E-16  3.647793E-15  2.640396E-13
    224  8.158988408622E-02  4.165003E-27  2.020285E-24  1.659040E-22  4.173666E-20  1.431239E-18  1.961932E-16  2.533371E-15  2.041793E-13
    225  8.219791245697E-02  1.461815E-27  8.058043E-25  7.226724E-23  2.053683E-20  7.652406E-19  1.182657E-16  1.650058E-15  1.496672E-13
    226  8.273529679330E-02  5.633236E-28  3.479767E-25  3.374464E-23  1.068923E-20  4.287637E-19  7.373305E-17  1.101921E-15  1.110320E-13
    227  8.327310875316E-02  2.110928E-28  1.463711E-25  1.535735E-23  5.429098E-21  2.345248E-19  4.492236E-17  7.193909E-16  8.060287E-14
    228  8.381967664174E-02  7.626489E-29  5.945570E-26  6.757008E-24  2.671533E-21  1.244530E-19  2.661358E-17  4.573242E-16  5.710524E-14
    229  8.442137901789E-02  2.425124E-29  2.153693E-26  2.674350E-24  1.197066E-21  6.062097E-20  1.464420E-17  2.720446E-16  3.829637E-14
    230  8.496109010092E-02  8.481698E-30  8.470426E-27  1.138967E-24  5.704643E-22  3.114577E-20  8.403122E-18  1.674730E-16  2.628219E-14
    231  8.556251684447E-02  2.575357E-30  2.932920E-27  4.313102E-25  2.451192E-22  1.455919E-20  4.446297E-18  9.586903E-17  1.699317E-14
    232  8.609514523980E-02  1.000000E-30  1.129743E-27  1.798210E-25  1.143321E-22  7.318557E-21  2.495661E-18  5.771225E-17  1.140041E-14
    233  8.668730402486E-02  1.000000E-30  3.834297E-28  6.670203E-26  4.812352E-23  3.349784E-21  1.292921E-18  3.233393E-17  7.212329E-15
    234  8.725638446658E-02  1.000000E-30  1.336774E-28  2.533243E-26  2.064951E-23  1.558107E-21  6.778729E-19  1.828204E-17  4.586762E-15
    235  8.784892152766E-02  1.000000E-30  4.399199E-29  9.117142E-27  8.445997E-24  6.934218E-22  3.419942E-19  9.982066E-18  2.832359E-15
    236  8.837914431516E-02  1.000000E-30  1.609231E-29  3.611816E-27  3.753626E-24  3.324570E-22  1.835779E-19  5.753127E-18  1.823697E-15
    237  8.927467123273E-02  1.000000E-30  2.873712E-30  7.338844E-28  9.293168E-25  9.371442E-23  6.280772E-20  2.221477E-18  8.508251E-16
    238  9.009385267910E-02  1.000000E-30  1.000000E-30  1.668496E-28  2.540977E-25  2.889257E-23  2.314246E-20  9.148927E-19  4.170559E-16
    239  9.088007009323E-02  1.000000E-30  1.000000E-30  4.054774E-29  7.247569E-26  9.182858E-24  8.713781E-21  3.834236E-19  2.070854E-16
    240  9.160938796651E-02  1.000000E-30  1.000000E-30  1.068250E-29  2.220349E-26  3.121458E-24  3.482405E-21  1.695068E-19  1.072244E-16
    241  9.231864750676E-02  1.000000E-30  1.000000E-30  2.766569E-30  6.860073E-27  1.078630E-24  1.413246E-21  7.589497E-20  5.602658E-17
    242  9.335415502949E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.197144E-27  2.217727E-25  3.701239E-22  2.302044E-20  2.137600E-17
    243  9.429165011748E-02  1.000000E-30  1.000000E-30  1.000000E-30  2.449817E-28  5.265045E-26  1.088366E-22  7.716262E-21  8.824122E-18
    244  9.514750284226E-02  1.000000E-30  1.000000E-30  1.000000E-30  5.730472E-29  1.391812E-26  3.498465E-23  2.802669E-21  3.889052E-18
    245  9.592869681963E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.511252E-29  4.112530E-27  1.235358E-23  1.105183E-21  1.829591E-18
    246  9.638259128200E-02  1.000000E-30  1.000000E-30  1.000000E-30  6.949335E-30  2.010185E-27  6.694932E-24  6.391828E-22  1.174419E-18
    247  9.686466198075E-02  1.000000E-30  1.000000E-30  1.000000E-30  3.004538E-30  9.326258E-28  3.481234E-24  3.563931E-22  7.317836E-19
    248  9.745016881397E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.089335E-30  3.655335E-28  1.567862E-24  1.747831E-22  4.108966E-19
    249  9.798964068785E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.534950E-28  7.485938E-25  9.029993E-23  2.406340E-19
    250  9.892639389759E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.324115E-29  2.040361E-25  2.829447E-23  9.403832E-20
    251  9.977784733458E-02  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.268644E-30  6.226280E-26  9.794244E-24  3.979253E-20
    252  1.005622893962E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.277495E-30  2.054135E-26  3.634260E-24  1.782680E-20
    253  1.013070552067E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.129712E-27  1.410891E-24  8.279700E-21
    254  1.019791947326E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.723638E-27  5.967988E-25  4.122523E-21
    255  1.025982572428E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.112193E-27  2.679325E-25  2.154618E-21
    256  1.032644197032E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.225492E-28  1.127998E-25  1.068753E-21
    257  1.039121745974E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.635339E-28  4.828366E-26  5.374574E-22
    258  1.045193471709E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.676650E-29  2.166004E-26  2.806246E-22
    259  1.051181778144E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.750604E-29  9.791903E-27  1.474238E-22
    260  1.056826419982E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.187390E-29  4.612291E-27  8.007483E-23
    261  1.062431336111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.127269E-30  2.166944E-27  4.340901E-23
    262  1.068146627648E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.185258E-30  1.000104E-27  2.319092E-23
    263  1.073656177930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.737385E-28  1.264958E-23
    264  1.079139362418E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.230829E-28  6.869611E-24
    265  1.084202130578E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.110214E-28  3.900292E-24
    266  1.089957947327E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.011051E-29  2.044650E-24
    267  1.095139929398E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.439222E-29  1.139286E-24
    268  1.100036617482E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.227087E-29  6.517502E-25
    269  1.105581599754E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.637545E-30  3.454229E-25
    270  1.111738162549E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.390216E-30  1.703193E-25
    271  1.117276452796E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.102802E-30  8.947403E-26
    272  1.122547306619E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.828552E-26
    273  1.128196390807E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.487701E-26
    274  1.134172103791E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.227206E-26
    275  1.139661173569E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.366411E-27
    276  1.145721141816E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.075844E-27
    277  1.151138636995E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.602445E-27
    278  1.160623872824E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.025798E-28
    279  1.166131253687E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.547957E-28
    280  1.171578902390E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.300570E-28
    281  1.179966344325E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.549379E-29
    282  1.184626561866E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.526940E-29
    283  1.189221956404E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.417796E-29
    284  1.197605220964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.934962E-30
    285  1.205341475296E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.903927E-30
    286  1.212540834288E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
