 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                na30          na31          na32          na33          na34          mg20          mg21          mg22 
    180  5.987296131417E-02  4.457841E-23  3.155761E-25  4.925131E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.860186E-29
    181  6.018239261751E-02  5.026045E-23  3.637340E-25  5.725857E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.420354E-29
    182  6.051941164510E-02  5.718213E-23  4.239242E-25  6.736658E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.961035E-29
    183  6.081686890997E-02  6.398816E-23  4.846206E-25  7.765979E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.572662E-29
    184  6.107970107709E-02  7.059527E-23  5.448774E-25  8.796773E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.242609E-29
    185  6.149099227918E-02  8.216766E-23  6.533419E-25  1.067213E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.748316E-29
    186  6.184187848266E-02  9.336188E-23  7.615107E-25  1.256471E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.342994E-29
    187  6.212841772032E-02  1.034870E-22  8.619120E-25  1.433919E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.026823E-29
    188  6.241083345826E-02  1.144043E-22  9.727231E-25  1.631557E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.728196E-29
    189  6.286334795077E-02  1.340199E-22  1.178010E-24  2.002118E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.276220E-29
    190  6.324448148531E-02  1.527695E-22  1.381109E-24  2.373706E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.920114E-29
    191  6.354755735680E-02  1.693071E-22  1.565369E-24  2.714571E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.648034E-29
    192  6.382753282149E-02  1.859639E-22  1.755530E-24  3.069738E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.406754E-29
    193  6.429792763326E-02  2.171742E-22  2.123431E-24  3.765594E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.025565E-29
    194  6.470641913937E-02  2.478638E-22  2.498914E-24  4.486277E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.718582E-29
    195  6.514351188605E-02  2.847912E-22  2.967380E-24  5.398378E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.413700E-29
    196  6.551961572666E-02  3.203347E-22  3.434160E-24  6.319719E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.165140E-29
    197  6.614173306661E-02  3.875877E-22  4.356752E-24  8.172594E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.785611E-29
    198  6.666431851744E-02  4.531437E-22  5.301885E-24  1.010855E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.498364E-29
    199  6.714973898932E-02  5.223592E-22  6.344787E-24  1.228263E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.255551E-29
    200  6.763365269933E-02  6.004039E-22  7.571603E-24  1.488379E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.027698E-29
    201  6.810748363549E-02  6.863670E-22  8.981386E-24  1.792403E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.822942E-29
    202  6.886988901479E-02  8.469458E-22  1.176571E-23  2.406490E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.529536E-29
    203  6.932442343830E-02  9.576598E-22  1.379094E-23  2.862865E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.370838E-29
    204  6.977291475786E-02  1.079116E-21  1.610386E-23  3.392637E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.223997E-29
    205  7.051837306122E-02  1.310943E-21  2.076476E-23  4.484090E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  2.005148E-29
    206  7.120724846930E-02  1.563581E-21  2.618100E-23  5.786109E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.826220E-29
    207  7.185571854523E-02  1.840864E-21  3.249217E-23  7.341002E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.671980E-29
    208  7.250556240022E-02  2.162927E-21  4.026335E-23  9.302371E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.534284E-29
    209  7.308358088908E-02  2.492399E-21  4.866102E-23  1.147068E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.423202E-29
    210  7.365083251161E-02  2.861601E-21  5.856171E-23  1.408202E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.320631E-29
    211  7.420607479025E-02  3.273104E-21  7.016110E-23  1.720634E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.229190E-29
    212  7.477269193766E-02  3.752023E-21  8.434741E-23  2.110872E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.144474E-29
    213  7.532671922740E-02  4.288075E-21  1.010212E-22  2.579209E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  1.065178E-29
    214  7.590819975934E-02  4.934195E-21  1.221382E-22  3.185116E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.882941E-30
    215  7.648106882397E-02  5.668765E-21  1.473747E-22  3.925063E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  9.191749E-30
    216  7.706864365518E-02  6.542959E-21  1.789352E-22  4.870695E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30  8.523152E-30
    217  7.765097184480E-02  7.553521E-21  2.172726E-22  6.044704E-26  1.168172E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.893635E-30
    218  7.824188421090E-02  8.754270E-21  2.651391E-22  7.543052E-26  1.464814E-30  1.000000E-30  1.000000E-30  1.000000E-30  7.305299E-30
    219  7.883216312169E-02  1.016735E-20  3.243172E-22  9.436681E-26  1.845398E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.756017E-30
    220  7.934760137230E-02  1.161408E-20  3.877243E-22  1.150744E-25  2.264124E-30  1.000000E-30  1.000000E-30  1.000000E-30  6.287734E-30
    221  7.991019390762E-02  1.346528E-20  4.725586E-22  1.433431E-25  2.839303E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.810093E-30
    222  8.044081450283E-02  1.552577E-20  5.713127E-22  1.769261E-25  3.526856E-30  1.000000E-30  1.000000E-30  1.000000E-30  5.392136E-30
    223  8.103419684334E-02  1.827868E-20  7.094384E-22  2.248899E-25  4.515129E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.938178E-30
    224  8.158988408622E-02  2.138572E-20  8.727956E-22  2.828421E-25  5.716991E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.536386E-30
    225  8.219791245697E-02  2.551605E-20  1.100547E-21  3.654283E-25  7.441209E-30  1.000000E-30  1.000000E-30  1.000000E-30  4.131892E-30
    226  8.273529679330E-02  2.996357E-20  1.357476E-21  4.606150E-25  9.441502E-30  1.000000E-30  1.000000E-30  1.000000E-30  3.795622E-30
    227  8.327310875316E-02  3.535452E-20  1.682965E-21  5.836860E-25  1.204390E-29  1.000000E-30  1.000000E-30  1.000000E-30  3.471799E-30
    228  8.381967664174E-02  4.201956E-20  2.104029E-21  7.462644E-25  1.550374E-29  1.000000E-30  1.000000E-30  1.000000E-30  3.168464E-30
    229  8.442137901789E-02  5.108153E-20  2.705163E-21  9.836711E-25  2.059100E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.863998E-30
    230  8.496109010092E-02  6.114801E-20  3.406320E-21  1.266877E-24  2.670152E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.598100E-30
    231  8.556251684447E-02  7.503839E-20  4.424099E-21  1.687674E-24  3.584578E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.325070E-30
    232  8.609514523980E-02  9.022437E-20  5.595254E-21  2.183386E-24  4.669556E-29  1.000000E-30  1.000000E-30  1.000000E-30  2.103891E-30
    233  8.668730402486E-02  1.110372E-19  7.286651E-21  2.916655E-24  6.286268E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.870750E-30
    234  8.725638446658E-02  1.357643E-19  9.410659E-21  3.861005E-24  8.384455E-29  1.000000E-30  1.000000E-30  1.000000E-30  1.658995E-30
    235  8.784892152766E-02  1.673987E-19  1.228827E-20  5.174146E-24  1.132523E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.457546E-30
    236  8.837914431516E-02  2.017301E-19  1.559311E-20  6.721306E-24  1.481709E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.291183E-30
    237  8.927467123273E-02  2.752739E-19  2.323257E-20  1.042294E-23  2.325918E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.029667E-30
    238  9.009385267910E-02  3.628228E-19  3.321028E-20  1.546220E-23  3.489652E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    239  9.088007009323E-02  4.684642E-19  4.638691E-20  2.238933E-23  5.108750E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    240  9.160938796651E-02  5.876907E-19  6.263175E-20  3.126964E-23  7.208795E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    241  9.231864750676E-02  7.251946E-19  8.306162E-20  4.287145E-23  9.983831E-28  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    242  9.335415502949E-02  9.674290E-19  1.232434E-19  6.682577E-23  1.579720E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    243  9.429165011748E-02  1.232719E-18  1.730746E-19  9.818901E-23  2.353248E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    244  9.514750284226E-02  1.516818E-18  2.329119E-19  1.377769E-22  3.344226E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    245  9.592869681963E-02  1.814167E-18  3.025057E-19  1.859943E-22  4.567912E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    246  9.638259128200E-02  2.005856E-18  3.510313E-19  2.207843E-22  5.459863E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    247  9.686466198075E-02  2.225290E-18  4.100424E-19  2.642438E-22  6.583080E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    248  9.745016881397E-02  2.516028E-18  4.937411E-19  3.277904E-22  8.240521E-27  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    249  9.798964068785E-02  2.809882E-18  5.845475E-19  3.989612E-22  1.011466E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    250  9.892639389759E-02  3.387634E-18  7.806013E-19  5.593240E-22  1.439242E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    251  9.977784733458E-02  3.999582E-18  1.012243E-18  7.585630E-22  1.978879E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    252  1.005622893962E-01  4.650807E-18  1.284310E-18  1.003522E-21  2.651640E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    253  1.013070552067E-01  5.359314E-18  1.608741E-18  1.308493E-21  3.500287E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    254  1.019791947326E-01  6.085572E-18  1.970973E-18  1.663051E-21  4.499172E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    255  1.025982572428E-01  6.838028E-18  2.376506E-18  2.074909E-21  5.672639E-26  1.000000E-30  1.000000E-30  1.000000E-30  1.000000E-30
    256  1.032644197032E-01  7.747319E-18  2.905947E-18  2.632960E-21  7.280835E-26  1.233094E-30  1.000000E-30  1.000000E-30  1.000000E-30
    257  1.039121745974E-01  8.744195E-18  3.534408E-18  3.321166E-21  9.287436E-26  1.580737E-30  1.000000E-30  1.000000E-30  1.000000E-30
    258  1.045193471709E-01  9.791509E-18  4.247132E-18  4.130869E-21  1.167501E-25  2.011397E-30  1.000000E-30  1.000000E-30  1.000000E-30
    259  1.051181778144E-01  1.094219E-17  5.090571E-18  5.124096E-21  1.463611E-25  2.551978E-30  1.000000E-30  1.000000E-30  1.000000E-30
    260  1.056826419982E-01  1.214388E-17  6.037338E-18  6.278518E-21  1.811463E-25  3.194855E-30  1.000000E-30  1.000000E-30  1.000000E-30
    261  1.062431336111E-01  1.346151E-17  7.151716E-18  7.684359E-21  2.239501E-25  3.995478E-30  1.000000E-30  1.000000E-30  1.000000E-30
    262  1.068146627648E-01  1.494057E-17  8.496334E-18  9.440785E-21  2.779991E-25  5.018939E-30  1.000000E-30  1.000000E-30  1.000000E-30
    263  1.073656177930E-01  1.650513E-17  1.002573E-17  1.150956E-20  3.423392E-25  6.252383E-30  1.000000E-30  1.000000E-30  1.000000E-30
    264  1.079139362418E-01  1.820807E-17  1.181512E-17  1.401476E-20  4.210703E-25  7.780194E-30  1.000000E-30  1.000000E-30  1.000000E-30
    265  1.084202130578E-01  1.991578E-17  1.374045E-17  1.680225E-20  5.095675E-25  9.518019E-30  1.000000E-30  1.000000E-30  1.000000E-30
    266  1.089957947327E-01  2.202075E-17  1.629488E-17  2.063263E-20  6.324719E-25  1.196168E-29  1.000000E-30  1.000000E-30  1.000000E-30
    267  1.095139929398E-01  2.407028E-17  1.897714E-17  2.480076E-20  7.676617E-25  1.468379E-29  1.000000E-30  1.000000E-30  1.000000E-30
    268  1.100036617482E-01  2.614752E-17  2.189578E-17  2.948946E-20  9.212701E-25  1.781351E-29  1.000000E-30  1.000000E-30  1.000000E-30
    269  1.105581599754E-01  2.866434E-17  2.570818E-17  3.583410E-20  1.131361E-24  2.214820E-29  1.000000E-30  1.000000E-30  1.000000E-30
    270  1.111738162549E-01  3.166294E-17  3.065819E-17  4.440979E-20  1.418807E-24  2.816461E-29  1.000000E-30  1.000000E-30  1.000000E-30
    271  1.117276452796E-01  3.454504E-17  3.585269E-17  5.377960E-20  1.736735E-24  3.491582E-29  1.000000E-30  1.000000E-30  1.000000E-30
    272  1.122547306619E-01  3.744484E-17  4.153244E-17  6.442280E-20  2.102070E-24  4.278044E-29  1.000000E-30  1.000000E-30  1.000000E-30
    273  1.128196390807E-01  4.071301E-17  4.850979E-17  7.802202E-20  2.574471E-24  5.309443E-29  1.000000E-30  1.000000E-30  1.000000E-30
    274  1.134172103791E-01  4.433767E-17  5.701106E-17  9.530809E-20  3.182687E-24  6.657722E-29  1.000000E-30  1.000000E-30  1.000000E-30
    275  1.139661173569E-01  4.780829E-17  6.596545E-17  1.143007E-19  3.859518E-24  8.181021E-29  1.000000E-30  1.000000E-30  1.000000E-30
    276  1.145721141816E-01  5.177145E-17  7.724801E-17  1.392957E-19  4.762016E-24  1.024421E-28  1.000000E-30  1.000000E-30  1.000000E-30
    277  1.151138636995E-01  5.541219E-17  8.870405E-17  1.658084E-19  5.731969E-24  1.249665E-28  1.000000E-30  1.000000E-30  1.000000E-30
    278  1.160623872824E-01  6.195727E-17  1.122933E-16  2.236902E-19  7.887240E-24  1.760881E-28  1.000000E-30  1.000000E-30  1.000000E-30
    279  1.166131253687E-01  6.583852E-17  1.283270E-16  2.653530E-19  9.465409E-24  2.142958E-28  1.000000E-30  1.000000E-30  1.000000E-30
    280  1.171578902390E-01  6.969687E-17  1.460283E-16  3.134163E-19  1.131017E-23  2.596725E-28  1.000000E-30  1.000000E-30  1.000000E-30
    281  1.179966344325E-01  7.565607E-17  1.773114E-16  4.032317E-19  1.481582E-23  3.476698E-28  1.000000E-30  1.000000E-30  1.000000E-30
    282  1.184626561866E-01  7.896795E-17  1.970637E-16  4.629610E-19  1.718356E-23  4.082236E-28  1.000000E-30  1.000000E-30  1.000000E-30
    283  1.189221956404E-01  8.221665E-17  2.183092E-16  5.296800E-19  1.985854E-23  4.775823E-28  1.000000E-30  1.000000E-30  1.000000E-30
    284  1.197605220964E-01  8.809776E-17  2.621800E-16  6.749875E-19  2.577865E-23  6.341153E-28  1.000000E-30  1.000000E-30  1.000000E-30
    285  1.205341475296E-01  9.346558E-17  3.092810E-16  8.415914E-19  3.270168E-23  8.216204E-28  1.000000E-30  1.000000E-30  1.000000E-30
    286  1.212540834288E-01  9.840634E-17  3.596921E-16  1.031095E-18  4.072176E-23  1.043762E-27  1.000000E-30  1.000000E-30  1.000000E-30
    287  1.219299358624E-01  1.030020E-16  4.136299E-16  1.245724E-18  4.996229E-23  1.305162E-27  1.000000E-30  1.000000E-30  1.000000E-30
    288  1.225766858039E-01  1.073697E-16  4.720095E-16  1.490945E-18  6.069374E-23  1.614918E-27  1.000000E-30  1.000000E-30  1.000000E-30
    289  1.231854533608E-01  1.114694E-16  5.339293E-16  1.764628E-18  7.285684E-23  1.972772E-27  1.000000E-30  1.000000E-30  1.000000E-30
    290  1.237219182154E-01  1.150797E-16  5.947619E-16  2.046289E-18  8.555196E-23  2.352876E-27  1.000000E-30  1.000000E-30  1.000000E-30
    291  1.242404039059E-01  1.185795E-16  6.597700E-16  2.360492E-18  9.989985E-23  2.789510E-27  1.000000E-30  1.000000E-30  1.000000E-30
    292  1.248086455930E-01  1.224377E-16  7.388609E-16  2.760047E-18  1.183929E-22  3.361857E-27  1.000000E-30  1.000000E-30  1.000000E-30
    293  1.253177247642E-01  1.259244E-16  8.176502E-16  3.175686E-18  1.378863E-22  3.975263E-27  1.000000E-30  1.000000E-30  1.000000E-30
    294  1.258810647447E-01  1.298314E-16  9.145051E-16  3.709436E-18  1.632565E-22  4.787134E-27  1.000000E-30  1.000000E-30  1.000000E-30
    295  1.264205598797E-01  1.336325E-16  1.017900E-15  4.305396E-18  1.919767E-22  5.722296E-27  1.000000E-30  1.000000E-30  1.000000E-30
    296  1.270317883483E-01  1.380240E-16  1.149449E-15  5.099838E-18  2.308171E-22  7.010196E-27  1.000000E-30  1.000000E-30  1.000000E-30
    297  1.275757308169E-01  1.420247E-16  1.281144E-15  5.933374E-18  2.721638E-22  8.406580E-27  1.000000E-30  1.000000E-30  1.000000E-30
    298  1.286048671531E-01  1.498572E-16  1.573579E-15  7.911037E-18  3.723069E-22  1.187856E-26  1.000000E-30  1.000000E-30  1.000000E-30
    299  1.290949488661E-01  1.537491E-16  1.736823E-15  9.082704E-18  4.327429E-22  1.402330E-26  1.000000E-30  1.000000E-30  1.000000E-30
    300  1.295345101683E-01  1.573165E-16  1.897900E-15  1.028530E-17  4.955372E-22  1.628685E-26  1.000000E-30  1.000000E-30  1.000000E-30
    301  1.303954523490E-01  1.645530E-16  2.258990E-15  1.313453E-17  6.469098E-22  2.186548E-26  1.000000E-30  1.000000E-30  1.000000E-30
    302  1.308549873199E-01  1.685659E-16  2.480873E-15  1.498230E-17  7.467366E-22  2.562386E-26  1.000000E-30  1.000000E-30  1.000000E-30
    303  1.312776310019E-01  1.723453E-16  2.704762E-15  1.691802E-17  8.525440E-22  2.966757E-26  1.000000E-30  1.000000E-30  1.000000E-30
    304  1.320787884157E-01  1.797545E-16  3.187260E-15  2.131647E-17  1.096984E-21  3.921033E-26  1.000000E-30  1.000000E-30  1.000000E-30
    305  1.327308179063E-01  1.860147E-16  3.645493E-15  2.576283E-17  1.348927E-21  4.929421E-26  1.000000E-30  1.000000E-30  1.000000E-30
    306  1.333821207310E-01  1.924739E-16  4.171179E-15  3.116026E-17  1.660195E-21  6.203799E-26  1.000000E-30  1.000000E-30  1.000000E-30
    307  1.339749669338E-01  1.985185E-16  4.716128E-15  3.707238E-17  2.007025E-21  7.655395E-26  1.000000E-30  1.000000E-30  1.000000E-30
    308  1.345530840576E-01  2.045434E-16  5.316907E-15  4.393996E-17  2.416495E-21  9.405398E-26  1.000000E-30  1.000000E-30  1.000000E-30
    309  1.351098094661E-01  2.104441E-16  5.968645E-15  5.178007E-17  2.891400E-21  1.147692E-25  1.000000E-30  1.000000E-30  1.000000E-30
    310  1.359304916944E-01  2.192691E-16  7.074576E-15  6.596845E-17  3.768149E-21  1.540125E-25  1.000000E-30  1.000000E-30  1.000000E-30
    311  1.363572082699E-01  2.238857E-16  7.727130E-15  7.483384E-17  4.325675E-21  1.795380E-25  1.000000E-30  1.000000E-30  1.000000E-30
    312  1.367788244083E-01  2.284320E-16  8.429572E-15  8.476587E-17  4.958002E-21  2.089534E-25  1.000000E-30  1.000000E-30  1.000000E-30
    313  1.375777712339E-01  2.369629E-16  9.929049E-15  1.072738E-16  6.417571E-21  2.784905E-25  1.000000E-30  1.000000E-30  1.000000E-30
    314  1.380438267916E-01  2.418428E-16  1.091591E-14  1.230228E-16  7.458041E-21  3.292655E-25  1.000000E-30  1.000000E-30  1.000000E-30
    315  1.384690951451E-01  2.461850E-16  1.189601E-14  1.393662E-16  8.552315E-21  3.836016E-25  1.000000E-30  1.000000E-30  1.000000E-30
    316  1.391087445178E-01  2.524766E-16  1.352256E-14  1.679957E-16  1.050098E-20  4.824491E-25  1.000000E-30  1.000000E-30  1.000000E-30
    317  1.397002518981E-01  2.579873E-16  1.520048E-14  1.994543E-16  1.268346E-20  5.959257E-25  1.000000E-30  1.000000E-30  1.000000E-30
    318  1.402705851668E-01  2.629487E-16  1.699038E-14  2.351011E-16  1.520191E-20  7.299974E-25  1.000000E-30  1.000000E-30  1.000000E-30
    319  1.408634912375E-01  2.676586E-16  1.904551E-14  2.786128E-16  1.833306E-20  9.007126E-25  1.000000E-30  1.000000E-30  1.000000E-30
    320  1.414089642241E-01  2.715825E-16  2.112049E-14  3.253099E-16  2.175544E-20  1.091783E-24  1.000000E-30  1.000000E-30  1.000000E-30
    321  1.419220762512E-01  2.748958E-16  2.324395E-14  3.759224E-16  2.552897E-20  1.307203E-24  1.000000E-30  1.000000E-30  1.000000E-30
    322  1.422771704232E-01  2.769327E-16  2.481917E-14  4.152652E-16  2.850338E-20  1.480108E-24  1.000000E-30  1.000000E-30  1.000000E-30
    323  1.426029315631E-01  2.786283E-16  2.634355E-14  4.547840E-16  3.152447E-20  1.658282E-24  1.000000E-30  1.000000E-30  1.000000E-30
    324  1.430135230101E-01  2.805377E-16  2.837513E-14  5.096498E-16  3.577021E-20  1.912686E-24  1.000000E-30  1.000000E-30  1.000000E-30
    325  1.434683796643E-01  2.823748E-16  3.077806E-14  5.777402E-16  4.111539E-20  2.239009E-24  1.000000E-30  1.000000E-30  1.000000E-30
    326  1.440315208021E-01  2.842448E-16  3.399073E-14  6.740847E-16  4.880753E-20  2.719108E-24  1.000000E-30  1.000000E-30  1.000000E-30
    327  1.445490332405E-01  2.855436E-16  3.719814E-14  7.761832E-16  5.710513E-20  3.249186E-24  1.000000E-30  1.000000E-30  1.000000E-30
    328  1.451370980342E-01  2.866563E-16  4.115897E-14  9.102662E-16  6.820475E-20  3.975607E-24  1.000000E-30  1.000000E-30  1.000000E-30
    329  1.457052374241E-01  2.874365E-16  4.533614E-14  1.061007E-15  8.092531E-20  4.829387E-24  1.000000E-30  1.000000E-30  1.000000E-30
    330  1.463107957421E-01  2.879339E-16  5.021933E-14  1.248920E-15  9.709308E-20  5.942655E-24  1.000000E-30  1.000000E-30  1.000000E-30
    331  1.468752132891E-01  2.882148E-16  5.521246E-14  1.453704E-15  1.150566E-19  7.211602E-24  1.000000E-30  1.000000E-30  1.000000E-30
    332  1.475510939381E-01  2.884778E-16  6.182405E-14  1.743741E-15  1.410301E-19  9.097323E-24  1.000000E-30  1.000000E-30  1.000000E-30
    333  1.481899111058E-01  2.886731E-16  6.880665E-14  2.072274E-15  1.710936E-19  1.134363E-23  1.000000E-30  1.000000E-30  1.000000E-30
    334  1.491767377555E-01  2.892197E-16  8.124173E-14  2.710542E-15  2.311154E-19  1.599491E-23  1.000000E-30  1.000000E-30  1.000000E-30
    335  1.497116139607E-01  2.897873E-16  8.895611E-14  3.138847E-15  2.723959E-19  1.930060E-23  1.000000E-30  1.000000E-30  1.000000E-30
    336  1.502421520731E-01  2.905016E-16  9.741434E-14  3.635091E-15  3.210658E-19  2.329048E-23  1.000000E-30  1.000000E-30  1.000000E-30
    337  1.509052103900E-01  2.918397E-16  1.092561E-13  4.374449E-15  3.950369E-19  2.951909E-23  1.000000E-30  1.000000E-30  1.000000E-30
    338  1.515352476696E-01  2.936638E-16  1.220117E-13  5.225942E-15  4.820762E-19  3.706307E-23  1.000000E-30  1.000000E-30  1.000000E-30
    339  1.521327102765E-01  2.958082E-16  1.356944E-13  6.199190E-15  5.836061E-19  4.610821E-23  1.000000E-30  1.000000E-30  1.000000E-30
    340  1.526678407657E-01  2.982134E-16  1.494357E-13  7.235788E-15  6.938164E-19  5.618134E-23  1.000000E-30  1.000000E-30  1.000000E-30
    341  1.532481602429E-01  3.014194E-16  1.661510E-13  8.572522E-15  8.386533E-19  6.976248E-23  1.000000E-30  1.000000E-30  1.000000E-30
    342  1.535863948111E-01  3.035730E-16  1.768711E-13  9.471689E-15  9.375916E-19  7.923482E-23  1.000000E-30  1.000000E-30  1.000000E-30
    343  1.538995751697E-01  3.057059E-16  1.875103E-13  1.039529E-14  1.040345E-18  8.922075E-23  1.000000E-30  1.000000E-30  1.000000E-30
    344  1.546020187628E-01  3.112546E-16  2.141218E-13  1.283550E-14  1.316721E-18  1.167390E-22  1.000000E-30  1.000000E-30  1.000000E-30
    345  1.552062305672E-01  3.169443E-16  2.404510E-13  1.542386E-14  1.616565E-18  1.475202E-22  1.000000E-30  1.000000E-30  1.000000E-30
    346  1.557875935888E-01  3.231681E-16  2.692866E-13  1.844612E-14  1.973983E-18  1.852548E-22  1.000000E-30  1.000000E-30  1.000000E-30
    347  1.566447447202E-01  3.338771E-16  3.191457E-13  2.410513E-14  2.660725E-18  2.603487E-22  1.000000E-30  1.000000E-30  1.000000E-30
    348  1.574294426159E-01  3.455272E-16  3.738798E-13  3.090755E-14  3.510766E-18  3.570679E-22  1.000000E-30  1.000000E-30  1.000000E-30
    349  1.581710514975E-01  3.580945E-16  4.352693E-13  3.922172E-14  4.578709E-18  4.832120E-22  1.000000E-30  1.000000E-30  1.000000E-30
    350  1.588328903187E-01  3.709394E-16  4.994359E-13  4.863170E-14  5.818768E-18  6.348722E-22  1.000000E-30  1.000000E-30  1.000000E-30
    351  1.594606073659E-01  3.846438E-16  5.699294E-13  5.976419E-14  7.321136E-18  8.246555E-22  1.000000E-30  1.000000E-30  1.000000E-30
    352  1.600565792087E-01  3.990648E-16  6.470032E-13  7.283254E-14  9.125260E-18  1.059717E-21  1.000000E-30  1.000000E-30  1.000000E-30
    353  1.607059625219E-01  4.165472E-16  7.437283E-13  9.049429E-14  1.162201E-17  1.395683E-21  1.000000E-30  1.000000E-30  1.000000E-30
    354  1.613957576202E-01  4.371994E-16  8.632378E-13  1.141584E-13  1.505460E-17  1.874055E-21  1.000000E-30  1.000000E-30  1.000000E-30
    355  1.620398820205E-01  4.584806E-16  9.929710E-13  1.420303E-13  1.920294E-17  2.472787E-21  1.000000E-30  1.000000E-30  1.000000E-30
    356  1.627691861850E-01  4.854658E-16  1.164548E-12  1.821623E-13  2.533985E-17  3.391775E-21  1.000000E-30  1.000000E-30  1.000000E-30
    357  1.634667099868E-01  5.143600E-16  1.357426E-12  2.314750E-13  3.309576E-17  4.598566E-21  1.000000E-30  1.000000E-30  1.000000E-30
    358  1.645369737572E-01  5.654332E-16  1.719272E-12  3.351693E-13  5.000688E-17  7.363441E-21  1.000000E-30  1.000000E-30  1.000000E-30
    359  1.651200899964E-01  5.971947E-16  1.955947E-12  4.104339E-13  6.268931E-17  9.530900E-21  1.000000E-30  1.000000E-30  1.000000E-30
