 *                                      
 * expansion:  temp0=  1.000E+10 den0=  3.000E+06 temp_stop=  1.000E+07
 *          time                tb187         tb188         tb189         tb190         tb191         tb192         dy143         dy144
    360  1.656939516385E-01  2.589538E-27  1.437646E-26  8.131342E-24  8.077023E-23  4.099417E-21  7.592835E-26  1.000000E-30  1.000000E-30
    361  1.664404283242E-01  1.554482E-27  9.564355E-27  6.332856E-24  7.056544E-23  4.171662E-21  7.679441E-26  1.000000E-30  1.000000E-30
    362  1.671401020014E-01  9.630541E-28  6.529863E-27  5.016961E-24  6.231033E-23  4.253738E-21  7.786182E-26  1.000000E-30  1.000000E-30
    363  1.682228463170E-01  4.695571E-28  3.648537E-27  3.535686E-24  5.203263E-23  4.449827E-21  8.074815E-26  1.000000E-30  1.000000E-30
    364  1.688914277275E-01  2.993281E-28  2.568159E-27  2.877098E-24  4.705705E-23  4.628479E-21  8.354789E-26  1.000000E-30  1.000000E-30
    365  1.695862681704E-01  1.933327E-28  1.806021E-27  2.354857E-24  4.302730E-23  4.903216E-21  8.802820E-26  1.000000E-30  1.000000E-30
    366  1.708796298676E-01  1.006003E-28  1.004413E-27  1.734371E-24  3.902197E-23  5.858541E-21  1.041397E-25  1.000000E-30  1.000000E-30
    367  1.720689125062E-01  5.953239E-29  6.433067E-28  1.446462E-24  3.951466E-23  7.675009E-21  1.352144E-25  1.000000E-30  1.000000E-30
    368  1.730357271347E-01  4.097704E-29  4.857116E-28  1.358229E-24  4.352006E-23  1.044040E-20  1.826274E-25  1.000000E-30  1.000000E-30
    369  1.739185931198E-01  3.145402E-29  3.990783E-28  1.364720E-24  5.066099E-23  1.477197E-20  2.567486E-25  1.000000E-30  1.000000E-30
    370  1.748109107026E-01  2.619978E-29  3.439625E-28  1.441941E-24  6.219009E-23  2.211246E-20  3.818956E-25  1.000000E-30  1.000000E-30
    371  1.757092013639E-01  2.242388E-29  3.056892E-28  1.578123E-24  7.928805E-23  3.451422E-20  5.923398E-25  1.000000E-30  1.000000E-30
    372  1.765567714958E-01  1.925849E-29  2.803491E-28  1.764484E-24  1.024941E-22  5.403734E-20  9.219945E-25  1.000000E-30  1.000000E-30
    373  1.775373762473E-01  1.868465E-29  2.649304E-28  2.098271E-24  1.444437E-22  9.537454E-20  1.616512E-24  1.000000E-30  1.000000E-30
    374  1.784803688374E-01  1.693181E-29  2.605775E-28  2.584845E-24  2.097857E-22  1.721285E-19  2.899175E-24  1.000000E-30  1.000000E-30
    375  1.795112536071E-01  1.658602E-29  2.562890E-28  3.257124E-24  3.171896E-22  3.312856E-19  5.542543E-24  1.000000E-30  1.000000E-30
    376  1.804824008025E-01  1.478533E-29  2.454297E-28  3.950320E-24  4.574153E-22  6.003214E-19  9.981946E-24  1.000000E-30  1.000000E-30
    377  1.815169070317E-01  1.423774E-29  2.242640E-28  4.645849E-24  6.484840E-22  1.089677E-18  1.800378E-23  1.000000E-30  1.000000E-30
    378  1.825428215499E-01  1.319097E-29  1.967211E-28  5.239656E-24  8.817649E-22  1.895862E-18  3.113303E-23  1.000000E-30  1.000000E-30
    379  1.841355644659E-01  1.760866E-29  1.518682E-28  5.893886E-24  1.331727E-21  4.221860E-18  6.870417E-23  1.000000E-30  1.000000E-30
    380  1.856860183354E-01  1.619372E-29  1.102365E-28  6.232261E-24  1.885394E-21  8.780835E-18  1.417083E-22  1.000000E-30  1.000000E-30
    381  1.870847965371E-01  1.361259E-29  8.004612E-29  6.344295E-24  2.508075E-21  1.660294E-17  2.660475E-22  1.000000E-30  1.000000E-30
    382  1.883699545972E-01  1.212784E-29  5.910178E-29  6.333185E-24  3.211479E-21  2.945892E-17  4.691472E-22  1.000000E-30  1.000000E-30
    383  1.895671856375E-01  1.135793E-29  4.440804E-29  6.232615E-24  3.998762E-21  4.990560E-17  7.904548E-22  1.000000E-30  1.000000E-30
    384  1.907324824205E-01  1.025583E-29  3.386403E-29  6.066576E-24  4.908297E-21  8.289572E-17  1.306423E-21  1.000000E-30  1.000000E-30
    385  1.917913284253E-01  9.184747E-30  2.654247E-29  5.872538E-24  5.878072E-21  1.308053E-16  2.052619E-21  1.000000E-30  1.000000E-30
    386  1.928179034582E-01  9.092112E-30  2.127035E-29  5.625396E-24  6.940519E-21  2.025331E-16  3.165678E-21  1.000000E-30  1.000000E-30
    387  1.939781308337E-01  9.598969E-30  1.748805E-29  5.313740E-24  8.324283E-21  3.297322E-16  5.132355E-21  1.000000E-30  1.000000E-30
    388  1.950365569225E-01  8.967888E-30  1.434293E-29  4.982773E-24  9.731903E-21  5.107936E-16  7.922393E-21  1.000000E-30  1.000000E-30
    389  1.963061656501E-01  1.004013E-29  1.262162E-29  4.563666E-24  1.164604E-20  8.553157E-16  1.321381E-20  1.000000E-30  1.000000E-30
    390  1.975160386553E-01  9.874868E-30  1.089520E-29  4.150566E-24  1.371192E-20  1.383648E-15  2.130324E-20  1.000000E-30  1.000000E-30
    391  1.988970783448E-01  1.037452E-29  1.021470E-29  3.672832E-24  1.636332E-20  2.365732E-15  3.629719E-20  1.000000E-30  1.000000E-30
    392  2.001908516564E-01  9.576237E-30  9.284599E-30  3.255765E-24  1.926324E-20  3.861526E-15  5.907790E-20  1.000000E-30  1.000000E-30
    393  2.023233395230E-01  1.492460E-29  1.092077E-29  2.663728E-24  2.532797E-20  8.433597E-15  1.285316E-19  1.000000E-30  1.000000E-30
    394  2.035207364909E-01  8.725943E-30  8.440630E-30  2.400221E-24  2.991910E-20  1.289105E-14  1.961359E-19  1.000000E-30  1.000000E-30
    395  2.047171141817E-01  8.483938E-30  8.512113E-30  2.183654E-24  3.577413E-20  1.949843E-14  2.962732E-19  1.000000E-30  1.000000E-30
    396  2.061861175315E-01  9.642767E-30  9.398535E-30  1.994338E-24  4.579023E-20  3.196786E-14  4.851862E-19  1.000000E-30  1.000000E-30
    397  2.075162532616E-01  8.871209E-30  9.451245E-30  1.887554E-24  5.894331E-20  4.937973E-14  7.490224E-19  1.000000E-30  1.000000E-30
    398  2.088103947538E-01  8.410114E-30  9.769992E-30  1.832630E-24  7.725594E-20  7.451689E-14  1.130175E-18  1.000000E-30  1.000000E-30
    399  2.102374295066E-01  9.035318E-30  1.062703E-29  1.821015E-24  1.068316E-19  1.157864E-13  1.756732E-18  1.000000E-30  1.000000E-30
    400  2.116254943500E-01  8.539336E-30  1.107966E-29  1.852559E-24  1.494135E-19  1.754834E-13  2.664771E-18  1.000000E-30  1.000000E-30
    401  2.137594200207E-01  1.279646E-29  1.342307E-29  1.965756E-24  2.557533E-19  3.245750E-13  4.940331E-18  1.000000E-30  1.000000E-30
    402  2.149968302441E-01  7.124177E-30  1.213574E-29  2.069736E-24  3.510071E-19  4.575935E-13  6.978445E-18  1.000000E-30  1.000000E-30
    403  2.163578604848E-01  7.711146E-30  1.281072E-29  2.217052E-24  4.966232E-19  6.604403E-13  1.009828E-17  1.000000E-30  1.000000E-30
    404  2.188327022992E-01  1.323703E-29  1.528897E-29  2.634654E-24  9.230580E-19  1.251219E-12  1.924842E-17  1.000000E-30  1.000000E-30
    405  2.210861741802E-01  1.152170E-29  1.493022E-29  3.288818E-24  1.591007E-18  2.171671E-12  3.364661E-17  1.000000E-30  1.000000E-30
    406  2.231360986547E-01  9.876770E-30  1.430851E-29  4.280585E-24  2.560256E-18  3.501051E-12  5.466786E-17  1.000000E-30  1.000000E-30
    407  2.249661932162E-01  8.807974E-30  1.361528E-29  5.667695E-24  3.851382E-18  5.264359E-12  8.286747E-17  1.000000E-30  1.000000E-30
    408  2.266023391923E-01  7.645641E-30  1.293421E-29  7.489766E-24  5.476321E-18  7.474544E-12  1.186180E-16  1.000000E-30  1.000000E-30
    409  2.291569547831E-01  1.149981E-29  1.348358E-29  1.194060E-23  9.263452E-18  1.259638E-11  2.028037E-16  1.000000E-30  1.000000E-30
    410  2.305971902523E-01  6.169863E-30  1.170246E-29  1.565429E-23  1.230528E-17  1.668644E-11  2.711056E-16  1.000000E-30  1.000000E-30
    411  2.319348711247E-01  5.286067E-30  1.146119E-29  2.014418E-23  1.589620E-17  2.149227E-11  3.523638E-16  1.000000E-30  1.000000E-30
    412  2.335360820165E-01  6.416367E-30  1.185869E-29  2.718521E-23  2.139593E-17  2.881223E-11  4.779057E-16  1.000000E-30  1.000000E-30
    413  2.351317971316E-01  6.129803E-30  1.228872E-29  3.648715E-23  2.848948E-17  3.819171E-11  6.414381E-16  1.000000E-30  1.000000E-30
    414  2.376293164755E-01  9.029164E-30  1.497876E-29  5.713483E-23  4.377607E-17  5.821050E-11  9.987305E-16  1.000000E-30  1.000000E-30
    415  2.399259738388E-01  7.949117E-30  1.781715E-29  8.502192E-23  6.376415E-17  8.406431E-11  1.473775E-15  1.000000E-30  1.000000E-30
    416  2.420046682363E-01  6.930744E-30  2.200222E-29  1.202941E-22  8.831798E-17  1.154239E-10  2.066913E-15  1.000000E-30  1.000000E-30
    417  2.451201276448E-01  9.568827E-30  3.377038E-29  1.979207E-22  1.404465E-16  1.808577E-10  3.353382E-15  1.000000E-30  1.000000E-30
    418  2.467564269033E-01  4.728494E-30  4.071987E-29  2.544660E-22  1.772363E-16  2.262808E-10  4.279440E-15  1.000000E-30  1.000000E-30
    419  2.483354027874E-01  4.391999E-30  5.087874E-29  3.222477E-22  2.203522E-16  2.788541E-10  5.380749E-15  1.000000E-30  1.000000E-30
    420  2.499258654919E-01  4.211199E-30  6.373426E-29  4.063247E-22  2.726339E-16  3.417766E-10  6.736549E-15  1.000000E-30  1.000000E-30
    421  2.515152656983E-01  4.316888E-30  7.968390E-29  5.092985E-22  3.351994E-16  4.160412E-10  8.384995E-15  1.000000E-30  1.000000E-30
    422  2.542060864984E-01  6.541900E-30  1.164900E-28  7.372738E-22  4.692700E-16  5.719926E-10  1.199976E-14  1.000000E-30  1.000000E-30
    423  2.556901221114E-01  3.433156E-30  1.415705E-28  8.984091E-22  5.611284E-16  6.767112E-10  1.453327E-14  1.000000E-30  1.000000E-30
    424  2.570805114381E-01  3.145716E-30  1.705186E-28  1.077006E-21  6.606887E-16  7.885274E-10  1.732561E-14  1.000000E-30  1.000000E-30
    425  2.598984391343E-01  6.184079E-30  2.475766E-28  1.538440E-21  9.092374E-16  1.061161E-09  2.448396E-14  1.000000E-30  1.000000E-30
    426  2.622653138568E-01  4.600234E-30  3.343210E-28  2.053805E-21  1.175457E-15  1.344562E-09  3.241288E-14  1.000000E-30  1.000000E-30
    427  2.644885215151E-01  4.100697E-30  4.407198E-28  2.672144E-21  1.482920E-15  1.662731E-09  4.186678E-14  1.000000E-30  1.000000E-30
    428  2.667229470066E-01  4.062462E-30  5.782603E-28  3.455185E-21  1.857825E-15  2.039593E-09  5.378070E-14  1.000000E-30  1.000000E-30
    429  2.687894382327E-01  3.550808E-30  7.393102E-28  4.354556E-21  2.272791E-15  2.444694E-09  6.741812E-14  1.000000E-30  1.000000E-30
    430  2.709436570286E-01  3.499791E-30  9.503415E-28  5.508345E-21  2.785819E-15  2.930688E-09  8.487902E-14  1.000000E-30  1.000000E-30
    431  2.728595154549E-01  2.975007E-30  1.182957E-27  6.755197E-21  3.320647E-15  3.422355E-09  1.037386E-13  1.000000E-30  1.000000E-30
    432  2.763050324764E-01  5.325329E-30  1.738160E-27  9.642629E-21  4.499609E-15  4.461441E-09  1.474895E-13  1.000000E-30  1.000000E-30
    433  2.797281875476E-01  4.775756E-30  2.518696E-27  1.355407E-20  5.999236E-15  5.711532E-09  2.071165E-13  1.000000E-30  1.000000E-30
    434  2.831107064370E-01  4.519051E-30  3.599406E-27  1.875505E-20  7.870030E-15  7.182792E-09  2.872337E-13  1.000000E-30  1.000000E-30
    435  2.863632962154E-01  4.431886E-30  5.034439E-27  2.537649E-20  1.010496E-14  8.838564E-09  3.907257E-13  1.000000E-30  1.000000E-30
    436  2.894106333807E-01  4.411902E-30  6.852611E-27  3.341786E-20  1.265649E-14  1.061986E-08  5.186697E-13  1.000000E-30  1.000000E-30
    437  2.941185503109E-01  6.713391E-30  1.092858E-26  5.044181E-20  1.764348E-14  1.383933E-08  7.973609E-13  1.000000E-30  1.000000E-30
    438  2.983685787405E-01  9.247777E-30  1.651786E-26  7.225583E-20  2.346776E-14  1.726255E-08  1.168785E-12  1.000000E-30  1.000000E-30
    439  3.021949729112E-01  1.287724E-29  2.383077E-26  9.901145E-20  3.002223E-14  2.078534E-08  1.644341E-12  1.000000E-30  1.000000E-30
    440  3.059150641439E-01  1.898912E-29  3.390035E-26  1.335964E-19  3.782244E-14  2.462514E-08  2.288691E-12  1.000000E-30  1.000000E-30
    441  3.094680949786E-01  2.864870E-29  4.733054E-26  1.769101E-19  4.682898E-14  2.868460E-08  3.138580E-12  1.000000E-30  1.000000E-30
    442  3.127856926026E-01  4.217523E-29  6.450474E-26  2.290150E-19  5.685036E-14  3.282803E-08  4.218840E-12  1.000000E-30  1.000000E-30
    443  3.178598433803E-01  8.147718E-29  1.032701E-25  3.376993E-19  7.578570E-14  3.983709E-08  6.656961E-12  1.000000E-30  1.000000E-30
    444  3.224504526026E-01  1.458597E-28  1.577668E-25  4.772048E-19  9.748865E-14  4.689040E-08  1.011572E-11  1.000000E-30  1.000000E-30
    445  3.266870398371E-01  2.502913E-28  2.330624E-25  6.541088E-19  1.222601E-13  5.401016E-08  1.498185E-11  1.000000E-30  1.000000E-30
    446  3.305577136787E-01  4.093249E-28  3.328331E-25  8.702793E-19  1.497015E-13  6.103485E-08  2.158897E-11  1.000000E-30  1.000000E-30
    447  3.362681054783E-01  8.499658E-28  5.634464E-25  1.321711E-18  2.005118E-13  7.232055E-08  3.755498E-11  1.000000E-30  1.000000E-30
    448  3.414589872690E-01  1.649432E-27  9.111202E-25  1.927950E-18  2.600545E-13  8.355338E-08  6.316986E-11  1.000000E-30  1.000000E-30
    449  3.462773530350E-01  3.053426E-27  1.427201E-24  2.734237E-18  3.297540E-13  9.483113E-08  1.040746E-10  1.000000E-30  1.000000E-30
    450  3.508856189623E-01  5.507406E-27  2.199240E-24  3.818366E-18  4.126552E-13  1.064029E-07  1.705460E-10  1.000000E-30  1.000000E-30
    451  3.552628710565E-01  9.654593E-27  3.327686E-24  5.246029E-18  5.095863E-13  1.181206E-07  2.770757E-10  1.000000E-30  1.000000E-30
    452  3.595141079779E-01  1.667320E-26  4.993669E-24  7.148112E-18  6.245604E-13  1.301839E-07  4.510688E-10  1.000000E-30  1.000000E-30
    453  3.636744849418E-01  2.849581E-26  7.457473E-24  9.687546E-18  7.613676E-13  1.426288E-07  7.383642E-10  1.000000E-30  1.000000E-30
    454  3.676260234901E-01  4.746649E-26  1.095600E-23  1.294883E-17  9.183581E-13  1.549915E-07  1.196673E-09  1.000000E-30  1.000000E-30
    455  3.714655117309E-01  7.801890E-26  1.597992E-23  1.719317E-17  1.101428E-12  1.674152E-07  1.938850E-09  1.000000E-30  1.000000E-30
    456  3.752653942304E-01  1.277176E-25  2.330353E-23  2.280106E-17  1.318284E-12  1.799282E-07  3.162342E-09  1.000000E-30  1.000000E-30
    457  3.809506426681E-01  2.674855E-25  4.126724E-23  3.490457E-17  1.724994E-12  1.982714E-07  6.672042E-09  1.000000E-30  1.000000E-30
    458  3.865190953769E-01  5.529459E-25  7.284439E-23  5.319990E-17  2.245525E-12  2.138623E-07  1.383243E-08  1.000000E-30  1.000000E-30
    459  3.928522091207E-01  1.265586E-24  1.404586E-22  8.638796E-17  3.033128E-12  2.244911E-07  3.007977E-08  1.000000E-30  1.000000E-30
    460  3.991093841216E-01  2.873562E-24  2.716645E-22  1.402926E-16  4.086051E-12  2.240605E-07  5.706235E-08  1.000000E-30  1.000000E-30
    461  4.054183851758E-01  6.578598E-24  5.341333E-22  2.301139E-16  5.523325E-12  2.167028E-07  9.067442E-08  1.000000E-30  1.000000E-30
    462  4.147392755742E-01  2.244277E-23  1.481228E-21  4.832931E-16  8.633454E-12  2.177360E-07  1.309406E-07  1.000000E-30  1.000000E-30
    463  4.232199499949E-01  6.859692E-23  3.822529E-21  9.595731E-16  1.297308E-11  2.479707E-07  1.482412E-07  1.000000E-30  1.000000E-30
    464  4.316976825025E-01  2.098962E-22  1.006132E-20  1.923926E-15  1.948873E-11  3.058734E-07  1.531709E-07  1.000000E-30  1.000000E-30
    465  4.393401554526E-01  5.769542E-22  2.452155E-20  3.633874E-15  2.810219E-11  3.784880E-07  1.524542E-07  1.000000E-30  1.000000E-30
    466  4.465935084243E-01  1.507348E-21  5.792330E-20  6.689970E-15  3.971827E-11  4.641025E-07  1.492574E-07  1.000000E-30  1.000000E-30
    467  4.537106765818E-01  3.878981E-21  1.366388E-19  1.225911E-14  5.566793E-11  5.638878E-07  1.442866E-07  1.000000E-30  1.000000E-30
    468  4.602314649238E-01  9.247596E-21  3.036434E-19  2.147227E-14  7.569222E-11  6.693332E-07  1.382736E-07  1.000000E-30  1.000000E-30
    469  4.709552966107E-01  3.893744E-20  1.157167E-18  5.459071E-14  1.248253E-10  8.727054E-07  1.256381E-07  1.000000E-30  1.000000E-30
    470  4.769745726746E-01  8.779396E-20  2.485272E-18  9.268414E-14  1.647620E-10  1.003462E-06  1.172948E-07  1.000000E-30  1.000000E-30
    471  4.828178172001E-01  1.946620E-19  5.265558E-18  1.555565E-13  2.152034E-10  1.141868E-06  1.085648E-07  1.000000E-30  1.000000E-30
    472  4.927188450138E-01  7.661345E-19  1.913835E-17  3.770685E-13  3.364164E-10  1.401976E-06  9.295035E-08  1.000000E-30  1.000000E-30
    473  5.000000000000E-01  2.148246E-18  5.014412E-17  7.270551E-13  4.649648E-10  1.613391E-06  8.132789E-08  1.000000E-30  1.000000E-30
